NIT;Razon_Social;Resolucion;Fecha
860004137;FLOWSERVE COLOMBIA S.A.S.;39;7/16/1992
860000339;EL SURTIDOR DE DROGAS DROGAS IBLA S.A.;45;7/16/1992
860002595;SANFORD COLOMBIA S.A.;50;7/16/1992
860040094;OXIGENOS DE COLOMBIA LTDA;52;7/16/1992
890910452;COLTEANTIOQUIA S. A;54;7/16/1992
800011207;SUMINISTRO MATERIAS COLORANTES S.A.;55;7/16/1992
891304818;COSMOAGRO S.A.;57;7/16/1992
891100827;DISTRIBUCIONES ALDANA Y CIA. S. EN C.;58;7/16/1992
890914515;SOCODA S.A.S.;61;7/16/1992
890900573;TUSCANIA S.A.S.;26;4/21/1992
860013715;REPRESENTACIONES CINTIFICAS E INDUSTRIALES LTDA. (Hoy) RECIEND SOCIEDAD POR ACCIONES SIMPLIFICADA;20;4/21/1992
860532244;ZULUAGA & SOTO SAS;23;4/21/1992
890912426;PEREZ Y CARDONA S.A.S.;28;4/21/1992
890914048;LAURA S.A;29;4/21/1992
890932539;MIRO SEGURIDAD LTDA;96;10/13/1992
890903295;SUPPLA SA;99;10/13/1992
860014659;DOW QUIMICA DE COLOMBIA S.A.;100;10/13/1992
890907163;COMPAÑÍA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.;30;4/21/1992
890401608;INDUSTRIAS ASTIVIK S.A.;115;10/13/1992
800047031;TABLEMAC S.A.;150;12/03/1992
890900085;LOCERIA COLOMBIANA S.A.S.;77;9/25/1992
860024730;ELSTER SOLUCIONES S.A.;92;9/25/1992
800118736;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL PROCUR SA;114;10/13/1992
800026212;RICOH COLOMBIA S.A;43;7/16/1992
800164590;CELTA S.A.;102;10/13/1992
890324420;FERRETERIA TUBOLAMINAS S.A.;105;10/13/1992
860051812;HALLIBURTON LATIN AMERICA S.A;88;9/25/1992
890905893;SULFOQUIMICA S.A.;81;9/25/1992
890305501;INDUSTRIAS CATO SAS;82;9/25/1992
860052989;SUTEX S.A.S.;97;10/13/1992
800087795;DOW AGROSCIENCES DE COLOMBIA S.A.;101;10/13/1992
860052988;TEXELI S A S;110;10/13/1992
860000315;SPERLING S.A.;112;10/13/1992
860001847;LA CAMPIÑA S.A.S EN LIQUIDACION;113;10/13/1992
890900162;AUTOINDUSTRIAL CAMEL S.A .;117;10/13/1992
890310401;DISTRIBUIDORA CRISTAL S A;119;10/13/1992
890938306;INSUMOS Y TEXTILES S.A.S.;124;12/03/1992
860001584;MECANELECTRO S. A.S;132;12/03/1992
860044349;G. BARCO S.A.;133;12/03/1992
860508470;PREFLEX S A;134;12/03/1992
800048943;BIOFILM S.A. (HOY) TAGHLEEF LATIN AMERICA S.A.;145;12/03/1992
890302311;TAMETCO S.A.S.;146;12/03/1992
890302955;RECAMIER S.A.;149;12/03/1992
860000135;AZUL K S.A.S.;155;12/15/1992
860054090;INDUSTRIA NACIONAL DE ACRILICOS - INACRIL S A S;156;12/15/1992
860002576;GENERAL DE EQUIPOS DE COLOMBIA S A GECOLSA;2;1/21/1993
860005070;ROHM AND HAAS COLOMBIA LTDA;178;12/16/1993
860503283;COMERCIAL CARDONA HERMANOS LTDA.;183;12/16/1993
800130426;GYJ FERRETERIAS S.A.;184;12/16/1993
860069333;MAELECTRICOS S A S;106;8/17/1993
860000018;AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.;107;8/17/1993
860003956;LITO PRINT LTDA (HOY) LITO-PRINT S.A.;108;8/17/1993
860000294;DROGUERIA CONTINENTAL DE BOGOTA S.A.;142;9/27/1993
860039794;CALYPSO BARRANQUILLA LTDA;145;9/27/1993
860005669;LEGRAND COLOMBIA S.A.;84;6/24/1993
891304762;ITALCOL DE OCCIDENTE LTDA;85;6/24/1993
890900402;INDURAL S.A.;88;6/24/1993
860006127;C.I. SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S.A.;136;9/27/1993
890941103;EQUIELECT S.A.S;116;8/17/1993
890903024;COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUINARIA S.A.;117;8/17/1993
890904713;COORDINADORA MERCANTIL S.A.;121;8/17/1993
800183188;INTEGRALES COLOMBIA S.A.S.;123;8/17/1993
890931708;EXTRUSIONES S.A.;124;8/17/1993
890929073;RONELLY S.A.;125;8/17/1993
890906397;NUBIOLA COLOMBIA PIGMENTOS S.A.;131;9/27/1993
891303786;SEGURIDAD DE OCCIDENTE LTDA;133;9/27/1993
860518994;INDES S.A.S;139;9/27/1993
860022207;"COLJAP INDUSTRIA AGROQUIMICA S.A. ""COLJAP S.A."" (Hoy) ARYSTA LIFESCIENCE COLOMBIA S.A.S.";140;9/27/1993
890322007;QUIMPAC DE COLOMBIA S.A;47;4/16/1993
890206351;SISTEMAS Y COMPUTADORES S.A.;56;5/05/1993
800014574;DUCON S.A.S.;75;6/24/1993
890400372;RAFAEL DEL CASTILLO Y CIA S.A.;83;6/24/1993
860028462;COVINOC S.A.;190;12/16/1993
860066875;COLMALLAS S.A.;160;11/09/1993
800104552;TERCERIZAR S.A.S.;161;11/09/1993
891201317;CASA BURALGO LIMITADA (HOY) CASABURALGO S.A.S.;164;11/09/1993
800144934;VISION Y MARKETING S.A.S.;169;11/09/1993
890311341;LISTOS S.A.S.;170;11/09/1993
800150223;PRIMATELA S.A.S.;173;11/09/1993
860002097;SEISSA S.A.;175;11/10/1993
800184269;EMPRESA COLOMBIANA DE SOPLADO E INYECCION ECSI S.A.S;64;6/24/1993
860351292;ROSETA INDUSTRIAL LTDA;66;6/24/1993
891400378;PAPELES NACIONALES S.A.;152;9/27/1993
860522056;LAMITECH S. A. S.;153;9/27/1993
860002464;CORPORACION DE FERIAS Y EXPOSICIONES S.A. USUARIO OPERADOR DE ZONA FRANCA;6;1/21/1993
800081507;RITCHI SA;100;8/17/1993
800061585;FESTO LIMITADA;13;2/23/1993
890900082;EDUARDO LONDOÑO E HIJOS SUCESORES LTDA EDUARDOÑO;16;2/23/1993
800149246;BAZAR AMERICANO LTDA;225;11/30/1994
800136835;GLOBAL CROSSING COLOMBIA S.A;110;8/08/1994
860056785;DEPOSITO ADUANERO AVIATUR S.A.;181;12/16/1994
800101289;HUMANOS ASESORIA EN SERVICIOS OCASIONALES LTDA;252;12/27/1994
800087219;ZURICH DE OCCIDENTE S.A;62;5/24/1994
800089111;LLANTAS E IMPORTACIONES SAGU LTDA;89;7/19/1994
860040576;COLTANQUES S.A.S.;44;4/06/1994
800089439;ESPUMAS SANTANDER S.A.;50;4/06/1994
800051838;MANUFACTURAS DE ALUMINIO - MADEAL;200;11/30/1994
800035290;EUROCERAMICA S.A.;153;9/14/1994
890917398;MINERALES INDUSTRIALES S.A.;155;9/14/1994
890501073;COMERCIAL INDUSTRIAL NACIONAL S. A .;107;8/08/1994
800039813;ACME LEON PLASTICOS S.A;109;8/08/1994
800026092;H.B. FULLER COLOMBIA LTDA;8;2/11/1994
800022371;EXTRUCOL S.A - COLOMBIANA DE EXTRUSION;138;9/14/1994
800021013;CENTRO ACEROS S.A;209;11/30/1994
800014875;TELESENTINEL LTDA;241;12/27/1994
800005154;VALLAS Y AVISOS LTDA;85;7/19/1994
800215775;SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A.;147;9/14/1994
800221789;BRINSA S.A.;68;6/20/1994
891904029;CENTRO MOTORS S.A.;79;6/20/1994
800191700;CUEROS VELEZ S.A;100;8/08/1994
800200635;AUTOMOTRICES TITAN S.A.;170;9/14/1994
800200969;SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA S.A.;228;11/30/1994
800203984;SIMONIZ S.A.;171;9/14/1994
860028601;FINANZAUTO FACTORING S.A.;24;2/11/1994
860015547;MMS COMUNICACIONES COLOMBIA S.A.S.;125;8/08/1994
800210144;INGENIO MARIA LUISA S.A.;254;12/27/1994
800182091;DEPOSITO CENTRALIZADO DE VALORES COLOMBIA DECEVAL S.A.;21;2/11/1994
800186891;SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A;142;9/14/1994
860001911;KAIKA LIMITADA;205;11/30/1994
860000968;RESTREPO Y CORREA S.A. REYCO S.A.;213;11/30/1994
860000794;INDUSTRIAS SPRING S.A.;249;12/27/1994
860352884;PROVISIONES INDUSTRIALES CARRILLO LTDA;103;8/08/1994
860501145;DUQUESA S.A.;58;4/29/1994
860052872;PARKO SERVICES S.A.;222;11/30/1994
860029045;SABORES Y FRAGANCIAS S.A.;181;10/10/1994
860032402;INDUSTRIA BUFALO LIMITADA;160;9/14/1994
860045379;COMWARE S.A.;223;11/30/1994
860023024;AGRICOLA AUTOMOTRIZ S.A.S.;234;12/27/1994
860019063;MOTORES Y MAQUINAS S.A. MOTORYSA;166;9/14/1994
860527377;GENERAL MEDICA DE COLOMBIA S.A. GEMEDCO S.A.;22;2/11/1994
890200050;ARDISA S.A.;211;11/30/1994
890200179;SANAUTOS S.A.;218;11/30/1994
890100363;LABORATORIOS COFARMA S.A.;184;10/10/1994
890106665;CONFECCIONES EL INDUSTRIAL LIMITADA;140;9/14/1994
890207543;VENTANAL ARKETIPO S.A.;137;9/14/1994
860531287;MELEXA S.A.;208;11/30/1994
860534244;ATLAS COPCO COLOMBIA LTDA;90;7/19/1994
890000381;CAJA DE COMPENSACION FAMILIAR DE FENALCO COMFENALCO SECCIONAL QUINDIO;14;2/11/1994
860005101;EDUARDO L. GERLEIN S.A.;66;5/24/1994
860502682;INVERSIONES DRILLTEX S.A.;180;10/10/1994
890900431;INDUSTRIAS KENT Y SORRENTO S..A;156;9/14/1994
890900625;INDUSTRIAS PLASTICAS M.M. S.A.;154;9/14/1994
890906407;FORJAS BOLIVAR S.A.;7;2/11/1994
890935085;TRANSPORTADORA DE CARGA ANTIOQUIA S.A.S.;9;2/11/1994
890908884;LEMUR 700 LIMITADA;81;7/19/1994
890910235;MALUMA LTDA.;157;9/14/1994
890910354;CELSA S.A.;83;7/19/1994
890910715;FERROSVEL S.A.;82;7/19/1994
800059470;ESENTTIA S.A.;257;12/27/1994
890700877;EL RODAMIENTO S.A.;77;6/20/1994
890501115;DISTRIBUCIONES COMERCIALES LIMITADA DICOM LTDA.;133;9/14/1994
890401067;AUTOMOTORA DE BOLIVAR LTDA. AUTOBOL LTDA;202;11/30/1994
890920168;BIG LIMITADA;75;6/20/1994
890311875;SCHNEIDER ELECTRIC DE COLOMBIA S.A.;240;12/27/1994
890501815;BRASYCO DIAZ OREJARENA HERMANOS LTDA.;134;9/14/1994
890504493;MUSSI ZAPATOS S.A.S;106;8/08/1994
890212673;ICOHARINAS S.A.S;217;11/30/1994
890400869;SURTIDORA DEL GAS DEL CARIBE S.A.;227;11/30/1994
800216499;AGOFER S.A.;10;2/11/1994
890930159;CABLES Y ACCESORIOS ELECTRICOS LIMITADA;48;4/06/1994
890807976;BELLOTA COLOMBIA S.A.;188;10/10/1994
860040201;VOPAK COLOMBIA S.A.;242;12/27/1994
860070698;BLACK Y DECKER DE COLOMBIA S.A.;250;12/27/1994
860071748;TEXTILES ROMANOS S.A.;42;4/06/1994
891100158;"INDUSTRIAL CACAOTERA DEL HUILA S.A. ""TOLIMAX S.A.""";93;7/19/1994
860075208;COMERCIALIZADORA CALYPSO S.A.S.;169;9/14/1994
890919437;RYMEL INGENIERIA ELECTRICA S.A.;246;12/27/1994
890926650;MUNDIAL DE PARTES S.A.;35;3/10/1994
890922263;TRANSFORMADORES SUNTEC S.A.;152;9/14/1994
800121199;HIERROS HB S.A.;28;3/10/1994
891400754;CARTONES Y PAPELES DEL RISARALDA LTDA;59;4/29/1994
891401858;PIMPOLLO S.A.;143;9/14/1994
891903377;TULUA MOTOS S.A.;179;10/10/1994
800149671;TEXTILES VELANEX S.A;238;12/27/1994
800153970;VITRAL TEXTIL LTDA;126;8/01/1995
800153993;COMUNICACIÓN CELULAR S.A COMCEL S.A.;195;12/26/1995
800149384;CLINICA COLSANITAS S.A;230;12/26/1995
890921463;SUDISTRIBUIDOR S.A.;104;7/13/1995
800146425;ORGANIZACIÓN SOLARTE Y CIA;2;2/10/1995
800101613;COLOMBIANA DE VIGILANCIA Y SEGURIDAD DEL CARIBE LTDA - COLVISEG;31;2/10/1995
800116164;TERMINAL DE CONTENEDORES DE CARTAGENA SA CONTECAR S.A;161;10/05/1995
800090890;PRODUCTOS ALIMENTICIOS BARY LTDA;116;8/01/1995
800051319;ENERGIA Y POTENCIA S.A;41;3/02/1995
800069933;COMODIN S.A;21;2/10/1995
800043202;DEL LLANO S.A.;231;12/26/1995
1796156;SOLARTE SOLARTE VICENTE ARTURO;1;2/10/1995
800002482;VARIADORES S.A.;63;5/03/1995
800012375;QBCO S.A.S.;39;3/02/1995
800006911;WALTER BRIDGE Y CIA LTDA;52;3/27/1995
800212840;L´OREAL COLOMBIA S.A.;141;9/06/1995
800187234;SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA S.A.;98;7/13/1995
800183661;GRANPORTUARIA SOCIEDAD ANONIMA.;232;12/26/1995
800156467;COMERCIALIZADORA INTERNACIONAL GANADERA S.A. CIGANADERA;140;9/06/1995
800158850;PACKING S.A.;124;8/01/1995
860001130;INSTRUMENTACION LIMITADA;165;10/05/1995
860001307;DISTRIBUIDORA NISSAN S.A.;150;9/06/1995
860000762;LADRILLERA SANTA FE S.A.;228;12/26/1995
860000862;TECNICAS MODERNAS LIMITADA TECMO LTDA.;233;12/26/1995
860078320;LABORATORIOS BIOGEN DE COLOMBIA S.A.;220;12/26/1995
860090721;COLVISEG COLOMBIANA DE VIGILANCIA Y SEGURIDAD LIMITADA;32;2/10/1995
860400008;MOLINO EL LOBO S.A.;86;6/12/1995
860402272;FONDO NACIONAL DE GARANTIAS S.A. FNG;139;9/06/1995
860055583;EQUIPOS Y CONTROLES INDUSTRIALES S.A. E.C.I. S.A.;145;9/06/1995
860030478;LOS TRES ELEFANTES S.A.;181;11/11/1995
860030839;DORFAN S.A.;143;9/06/1995
860016610;INTERCONEXION ELECTRICA S.A. E.S.P;54;3/27/1995
860042141;PRODUCTOS QUIMICOS PANAMERICANOS S.A.;15;2/10/1995
860005813;DELOITTE & TOUCHE LTDA.;154;9/06/1995
860008355;REP GREY WORLDWIDE S.A.;237;12/26/1995
860008424;HANSEATICA CIA LTDA;155;10/05/1995
890300436;ESPECIALIDADES ELECTRICAS LTDA;42;3/02/1995
860531097;MASTER QUIMICA LIMITADA;92;6/12/1995
860528410;COMERCIALIZADORA COLOMBIANA DE ACEROS LTDA;152;9/06/1995
860006628;MCCANN-ERICKSON CORPORATION S.A.;8;2/10/1995
860036884;ERNST & YOUNG S.A.S;61;5/03/1995
860517030;SOCIEDAD HOTELERA CIEN INTERNACIONAL S.A.;74;5/19/1995
860519235;TALLERES AUTORIZADOS S.A.;149;9/06/1995
890900323;EQUIPOS TECNICOS LTDA;67;5/19/1995
890901821;"COMPAÑIA DE SERVICIOS S.A. ""COSERVICIOS S.A.""";83;6/12/1995
890901876;ALMACEN PANAMERICANO S.A.;66;5/19/1995
890904615;AUTOAMERICA S.A.;207;12/26/1995
890906388;PROCOPAL S.A.;34;2/10/1995
800165377;GRUPO DECOR S.A.S.;121;8/01/1995
890906197;INDUSTRIAS URIBE MORENO LIMITADA UMO S.A.;208;12/26/1995
890908777;POLCO S.A.;103;7/13/1995
890911431;CONINSA RAMON H S.A.;218;12/26/1995
890302286;LA TOUR S.A.;120;8/01/1995
890203194;LABORATORIOS CHALVER DE COLOMBIA S.A.;148;9/06/1995
890304345;ELECTRICOS DEL VALLE S.A.;197;12/26/1995
890304492;COIN LTDA. CONSTRUCCIONES INDUSTRIALES LTDA.;160;10/05/1995
890400234;HIJOS DE JOSE A. YACAMAN S.A.S.;40;3/02/1995
890912872;ALDENTAL S.A.;82;6/12/1995
890913337;"ETIQUETAS, CINTAS Y CALCOMANIAS TOPFLLIGTH ANDINA S.A. ""TOPASA""";51;3/27/1995
890321213;PRODUCTORA NACIONAL AVICOLA S.A.;185;11/11/1995
890311274;MUEBLES Y ALMACENAMIENTO TECNICO CARVAJAL S.A. MEPAL SA;186;11/11/1995
890312630;PROTECNICA INGENIERIA S.A.S.;198;12/26/1995
890315291;MASTER ELECTRICO DEL VALLE S.A.;138;9/06/1995
890502904;M.A. PEÑALOSA CIA. LTDA.;69;5/19/1995
800177119;ESPUMADOS DEL LITORAL S.A.;62;5/03/1995
830011337;CLARIANT COLOMBIA S.A.;222;12/26/1995
890917295;COLORQUIMICA SA;212;12/26/1995
891800219;ELECTRIFICADORA DE BOYACA S.A.;84;6/12/1995
890937010;CASA FERRETERA S.A.;136;9/06/1995
890931654;OCEANOS S.A.;6;2/10/1995
890930022;COMPLEMENTOS HUMANOS S.A.;217;12/26/1995
890927404;FIRPLAK S.A.;64;5/03/1995
860032657;PRODUCCIONES QUIMICAS S.A.;175;11/11/1995
860032724;MCGRAW-HILL/INTERAMERICANA S,A;183;11/11/1995
860034812;PELICULAS EXTRUIDAS S.A. PELEX S.A.;144;9/06/1995
860075590;FERRI PLASTICOS S.A.S;177;11/11/1995
891224259;TEXCOL COMPAÑIA LIMITADA;53;3/27/1995
890921111;LITOGRAFIA FRANCISCO JARAMILLO V. LTDA;135;9/06/1995
890900016;AGENCIA DE AUTOMOVILES SA;214;12/26/1995
890922294;PROTOKIMICA LIMITADA;105;7/13/1995
890942914;QUIRURGIL S.A.;50;3/27/1995
891303212;DYS LTDA;80;6/12/1995
891408635;CIFUENTES Y TABARES COMPAÑIA LIMITADA;196;12/26/1995
891800215;NOGO BOYACA LTDA;20;2/10/1995
800105706;UPSISTEMAS S.A.;128;8/01/1995
860072810;CINTALAST S.A.;129;8/01/1995
800136505;DATECSA S.A.;3042;5/23/1996
800092723;GMP PRODUCTOS QUIMICOS S.A;4449;7/24/1996
800095007;IMPORTADORA NIPON S.A;7078;11/25/1996
800035776;NEXSYS DE COLOMBIA S.A.;5045;8/22/1996
800027890;COMPUTADORES Y SUMINISTROS LTDA;8196;12/30/1996
800004800;IMPORTADORA CELESTE S.A.;7077;11/25/1996
800246963;UNIVERSAL MUSIC COLOMBIA S.A.;5043;8/22/1996
800221724;PRODUCTORA DE INSUMOS AGROPECUARIOS SOMEX S.A.;4452;7/24/1996
800236937;THE WALT DISNEY COMPANY COLOMBIA S.A.;4367;7/23/1996
800227924;INVERMEC S.A.;1514;3/19/1996
800225742;DECO DEPOT LTDA;5042;8/22/1996
800193630;CASTROL COLOMBIA LTDA;8193;12/30/1996
800175457;PANAMERICANA FORMAS E IMPRESOS S.A.;5040;8/22/1996
860031068;INSTRUMENTOS & CONTROLES ZACHMANN & COMPAÑÍA LIMITADA;3995;7/08/1996
860031699;VITRO COLOMBIA S.A.;1624;3/21/1996
860046201;FORTOX S.A.;5044;8/22/1996
860023001;TECHOS LTDA.;8197;12/30/1996
860010268;INVERSIONES AJOVECO S.A.;4456;7/24/1996
890205952;GAS NATURAL DEL ORIENTE S A O SA EMPRESA DE SERVICIOS PUBLICOS O ESP;6845;11/14/1996
890902061;IVAN Y JAIRO LOPEZ Y CIA S.A.;3054;5/23/1996
890906413;ELECTRICAS DE MEDELLIN LTDA;1511;3/19/1996
890304140;IMPORTADORA CALI LTDA;1515;3/19/1996
890304611;INDUSTRIA DE MATERIALES ELECTRICOS DE COLOMBIA S.A IMEC;3056;5/23/1996
890800450;INDUMA S.C.A.;4000;7/08/1996
890321151;FESA S.A.;3039;5/23/1996
800208785;CONGELADOS AGRICOLAS S.A. CONGELAGRO S.A.;7074;11/25/1996
800180832;CORPORACION CLUB EL NOGAL;3051;5/23/1996
890932124;"REJILLAS PLASTICAS LTDA ""REJIPLAS LTDA""";4454;7/24/1996
890942047;IMPORTADORA JAPON S.A.;7076;11/25/1996
890928188;FABRICA DE TELAS NO TEJIDAS Y TEXTILES TECNICOS RECUDIR S.A;4;2/23/1996
890932940;REPARES Y CIA. LIMITADA;1513;3/19/1996
890942310;AYURA MOTOR LIMITADA;1625;3/21/1996
890806481;FERETERIA ARISTIZABAL Y CIA LTDA - FERRAR;5936;9/30/1996
890805267;SUPER DE ALIMENTOS S.A.;4002;7/08/1996
890900121;ELECTRO PORCELANA GAMMA S.A.;1516;3/19/1996
860033419;FAMOC DEPANEL S.A.;1512;3/19/1996
860038955;HOGIER GARTNER Y CIA S.A.;4368;7/23/1996
890919414;INDUSTRIAS EMU LTDA;3055;5/23/1996
830037248;CODENSA S.A. ESP;3305;12/18/1997
800144355;TELESENTINEL LTDA;2168;11/07/1997
800137370;FONANDES S.A.;1356;10/03/1997
800098777;CEMENTOS Y SOLVENTES S.A;3193;5/27/1997
800077098;COMERCIALIZADORA ELECTROINDUSTRIAL LTDA;3527;6/12/1997
800066123;T Y S TEMPORALES A SU SERVICIO LTDA;334;1/31/1997
800065006;MULTIHERRAJES LTDA;1193;3/10/1997
860020609;LABORATORIOS SMART S.A.S.;2975;5/19/1997
800042471;ARUS S.A;2650;11/24/1997
800027847;VELSA LTDA;508;8/28/1997
800250328;TRANSMISIONES HOMOCINETICAS DE COLOMBIA S.A. - TRANSEJES T.H DE COLOMBIA;3155;12/12/1997
805004875;CALZATODO S.A.;1025;9/22/1997
800242427;COMPAÑIA DE DISTRIBUCION DE TRANSPORTE S.A. DISTRANSA;2652;11/24/1997
800240061;ACINOX S.A.;1024;9/22/1997
800219876;SODEXO SERVICIOS DE BENEFICIOS E INCENTIVOS COLOMBIA S.A.;2649;11/24/1997
800239064;COMERCIALIZADORA INTERNACIONAL DE LLANTAS S.A.;2647;11/24/1997
800185306;COLVANES LTDA.;4327;7/10/1997
800169352;MERCADEO Y MODA S.A.;281;1/29/1997
830002571;AGENCIA DE ADUANAS AVIATUR S.A. NIVEL 1;333;1/31/1997
830010181;SASCO COLOMBIA S.A.;4324;7/10/1997
830010337;AVENTIS PHARMA S.A.;3662;6/13/1997
830006735;ALIMENTOS POLAR COLOMBIA S.A.;2648;11/24/1997
860001474;CLINICA DEL COUNTRY S.A;3195;5/27/1997
860001615;AUTOMUNDIAL S.A.;2923;12/04/1997
860000054;ALMACEN EL ARQUITECTO LTDA.;1140;9/25/1997
860078024;JORGE CORTES MORA Y CIA LTDA.;1874;10/27/1997
860079968;CIRCULO DE LECTORES S.A.;1013;3/03/1997
860090222;TOXEMENT S.A.;2651;11/24/1997
860500480;ALMACENES CORONA SA;187;1/23/1997
860030811;TEMPORAL LTDA.;1545;10/10/1997
860020309;BECTON DICKINSON DE COLOMBIA LTDA.;4755;7/29/1997
860010522;"FEDERACION NACIONAL DE ARROCEROS ""FEDEARROZ""";465;2/07/1997
860005444;PLAZA & JANES EDITORES COLOMBIA S.A.;4756;7/29/1997
860006543;HOTEL SAN DIEGO S.A.HOTEL TEQUENDAMA;414;8/25/1997
860033740;MANUFACTURAS SILICEAS LTDA.;189;1/23/1997
890206051;ORGANIZACION SERVICIOS Y ASESORIAS LTDA;1015;3/03/1997
890203703;ELECTRORIENTE S.A.;4323;7/10/1997
890100251;CEMENTOS ARGOS S.A.;3882;6/23/1997
860061039;NUVIPLASTIKOS LIMITADA;228;8/14/1997
890912508;CARPAS IKL S.A.S;424;8/25/1997
860509514;AUTOGERMANA S.A.;3389;6/04/1997
890901321;EDUARDO BOTERO SOTO Y CIA LTDA;1141;9/25/1997
890903035;TERMOTECNICA COINDUSTRIAL S.A.;4751;7/29/1997
890904169;ALBERTO ALVAREZ S. Y CIA. LTDA.;2574;5/02/1997
890911267;MAQUINAS INDUSTRIALES DE CONFECCION LTDA.-MAICOL;2167;11/07/1997
890205258;DECORACIONES DEL ORIENTE CEDIEL Y SERRANO S.A.S DECORIENTE;3159;5/26/1997
890304855;OCEAN BORRERO Y CIA LTDA;2728;5/07/1997
890305081;CLUB DE EJECUTIVOS DEL VALLE DEL CAUCA;1026;9/22/1997
899999082;EMPRESA DE ENERGIA DE BOGOTA S.A. ESP;359;1/31/1997
890322484;FILTROS Y FILTROS S.A.S.;782;9/12/1997
890322294;TRANSPORTADORA DE VALORES ATLAS LTDA.;4750;7/29/1997
860068255;SERDAN S.A.;2788;11/28/1997
890926280;FERRETERIA UNICA LTDA;3160;5/26/1997
800125639;DISTRIBUIDORA KENWORTH DE LA MONTAÑA;1117;9/24/1997
800144976;VERIZON COLOMBIA S.A;4706;7/08/1998
800097402;LABORATORIOS PAULY PHARMACEUTICAL S.A;1416;3/10/1998
800007813;GAS NATURAL S.A - ESP;4959;7/17/1998
800039996;KN COLOMBIA LTDA;8126;11/23/1998
800046226;HEINSOHN SOFTWARE HOUSE SA;5460;8/05/1998
800041829;YOKOMOTOR S.A;6600;9/24/1998
800013349;RENOVADORA DE LLANTAS LTDA - RENOBOY LTDA;8262;11/26/1998
800007202;ALTALENE S.A.;7804;11/12/1998
800241810;INDUSTRIA DE ELECTRODOMESTICOS S.A. - INDUSEL S.A.;4958;7/17/1998
800230447;SODEXHO COLOMBIA S.A.;6752;10/01/1998
800175223;COLCAMPEROS SA;8125;11/23/1998
811006409;DIESEL ANDINO S.A.;220;1/19/1998
805009691;JGB S.A.;6637;9/25/1998
830039537;AUTOMOTORES LLANO GRANDE LTDA.;6753;10/01/1998
830023458;METALURGICA CONSTRUCEL COLOMBIA S.A. - METACOL;1415;3/10/1998
830023844;BIOMERIEUX COLOMBIA SAS;6754;10/01/1998
830012344;SUMITOMO CORPORATION COLOMBIA S.A.;8110;11/23/1998
830012969;SMITHKLINE BEECHAM COLOMBIA SA;6102;9/07/1998
830007716;AMWAY COLOMBIA;6104;9/07/1998
860001386;J.E.NUÑEZ & CIA. S.A.- JEN;2764;4/27/1998
860001552;MOTOBORDA S.A.;8675;12/14/1998
860026759;CARTONES AMERICA S.A.;7626;11/06/1998
860015204;CIPLAS S.A.;5459;8/05/1998
860506531;ASESORIAS REPRESENTACIONES ADMON.Y SERVICIOS LTDA. ARAS;5798;8/21/1998
860507033;VIGILANCIA Y SEGURIDAD LIMITADA - VISE LTDA.;3042;5/08/1998
860513482;RESMA LTDA.;6106;9/07/1998
860515770;SAN ANTONIO INTERNACIONAL SUCURSAL COLOMBIA;4955;7/17/1998
890900290;CONSORCIO INDUSTRIAL SA;8676;12/14/1998
890903736;PROMOTORA DE HOTELES MEDELLIN S.A.;1417;3/10/1998
890906752;HOJALATA Y LAMINADOS S.A. - HOLASA;7142;10/15/1998
890905627;CASA BRITANICA S.A.;4704;7/08/1998
890302018;GIVALGO S.A.S.;6751;10/01/1998
890319112;GLOBOVENTAS S.A.;6750;10/01/1998
890502822;ELECTRO CUCUTA LTDA.;106;1/09/1998
890901264;DISTRIBUIDORA DE ABONOS S.A.;8260;11/26/1998
800232449;DANFOSS S.A.;7771;11/11/1998
890936909;DISTRIBUIDORA DE QUIMICOS INDUSTRIALES SA;2467;4/14/1998
890919267;ALARMAR LTDA.;2765;4/27/1998
890926985;MEJISULFATOS S.A.;8674;12/14/1998
860066323;POLIETILENOS DEL VALLE LTDA;1418;3/10/1998
891300392;INVEGSA S.A.S.;8672;12/14/1998
860052684;"EMPRESA NACIONAL DE COMPUTADORES S.A. ""NASCO S.A.""";536;2/02/1998
800130985;CREACIONES NADAR S.A;3561;5/06/1999
800138897;APLICACIONES INFORMATICAS PROFESIONALES LTDA;612;2/02/1999
800117564;CLINICA DE LA MUJER S.A;617;2/02/1999
800081664;DISTRIBUIDORA COLOMBIANA DE SENTIMIENTOS DE BELLEZA;5665;7/22/1999
800051817;AUTOMOTORA DE OCCIDENTE S.A;1432;2/25/1999
800052534;DISTRIBUCIONES AXA S.A;248;8/11/1999
800071617;CUMMINS DE LOS ANDES S.A.;4393;6/09/1999
800069419;JOMIS S.A.;1429;2/25/1999
800249813;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL PANSELL S.A.;3472;5/04/1999
800255754;BT LATAM COLOMBIA S.A.;1874;10/06/1999
