NIT;Razon_Social;Resolucion;Fecha
830095169;DSM NUTRITIONAL PROCUCTS COLOMBIA S.A.;7422;8/23/2004
830097607;MAXIPAPELES LTDA.;6819;8/05/2004
830096047;TARSON Y COMPAÑÍA LTDA;835;2/06/2004
830095213;ORGANIZACIÓN TERPEL;5812;7/06/2004
860030380;DANZAS AEI & INTERCONTINENTAL LTDA;8622;9/24/2004
860030640;INDUSTRIAS HUMCAR LIMITADA;4489;6/01/2004
860050906;ADECCO COLOMBIA S.A.;6438;7/26/2004
860020308;COMESTIBLES RICOS SOCIEDAD ANONIMA;4488;6/01/2004
860023525;GREIF COLOMBIA S.A.;11197;12/01/2004
860007336;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR;220;1/19/2004
860008890;ERNST & YOUNG AUDIT S.A.S;2137;3/17/2004
860535482;IG COLOMBIA SIA S.A.;7421;8/23/2004
860523795;SUMINISTROS E IMPRESOS;3460;5/03/2004
860524282;SERRANO GOMEZ PRETECOR LTDA.;10764;11/24/2004
890325088;PANI S.A.S.;7813;9/03/2004
860068996;IMPAR MONOFILAMENTOS PEREZ Y CIA S EN C.;9045;10/05/2004
860029995;ACERIAS PAZ DEL RIO S.A. EN EJECUCION DE ACUERDO DE REESTRUCTURACION;5516;6/28/2004
860033653;IMPOFER IMPORTADORA DE FERRETERIA LTDA;5775;7/02/2004
860038063;DHL DANZAS DEPOSITO ADUANERO COLOMBIA S.A.;8623;9/24/2004
860071250;BOLSA NACIONAL AGROPECUARIA;2574;3/31/2004
891409156;TECNODIESEL S.A.S.;11826;12/21/2004
860052070;PRODUCTOS ALIMENTICIOS EL GALPÓN LTDA.;4121;5/25/2005
800153424;MEDISANITAS SA COMPAÑÍA DE MEDICINA PREPAGADA;7859;9/01/2005
800127851;DOTAMARCAS LTDA;11507;12/01/2005
800128867;BAMBUSA LTDA;7660;8/25/2005
800139545;SOCIEDAD DE APOYO AERONAUTICO S.A;9147;10/04/2005
800106339;COLMEDICA MEDICINA PREPAGADA;1777;3/07/2005
800081030;MAYUN LTDA;4325;6/02/2005
800066247;PRODUCTORA DE FORMAS CONTINUAS SA PROCOFORMAS S.A;102;1/07/2005
800058709;G&L INGENIEROS LTDA;7864;9/01/2005
800039398;INGEAL S.A.;11408;11/29/2005
800034825;COMERCIALIZADORA INTERNACIONAL ANTILLANA S.A;8925;9/28/2005
800020706;NALSANI S.A;7253;8/17/2005
800013912;SANTA MARIA TRASTEOS LTDA;11407;11/29/2005
800003383;RUEDA GARZON Y CIA LTDA;7862;9/01/2005
800249687;MEDITERRANEAN SHIPPING COMPANY COLOMBIA S.A - MSC- S.A.;12750;12/28/2005
801003052;INDUSTRIAS PRINTEX S.A.;7452;8/22/2005
802001105;MOLINOS DEL ATLANTICO S.A;7975;9/02/2005
802025052;ENERGIA EFICIENTE S.A ESP;8215;9/09/2005
805001632;AGENCIA DE ADUANAS VALLEY CUSTOMS S.A.S NIVEL 1;1287;2/18/2005
800215227;COLSECURITY S.A.;2680;4/14/2005
800214001;DUFF & PHELPS DE COLOMBIA S.A.;7454;8/22/2005
800226360;ACUATUBOS S.A.;10320;11/02/2005
800224148;IRRIGACION E INDUSTRIA COLOMBIA SA IRRIDELCO S.A;7135;8/11/2005
800173389;ARTEGEL ITALIA LTDA;4763;6/14/2005
800162451;CINDU ANDINA LIMITADA;8217;9/09/2005
800171079;PINTURAS TONNER Y CIA LTDA.;11415;11/29/2005
800173111;ASESORIAS INDUSTRIALES SANTAFE S.A.;3082;4/28/2005
817001644;GENFAR S.A.;6597;7/29/2005
811041369;REDLLANTAS S.A.;7137;8/11/2005
811028650;MADECENTRO COLOMBIA S.A.;6111;7/15/2005
811015602;SOCIEDAD CENTRAL GANADERA;7257;8/17/2005
811018676;JOHN URIBE E HIJOS;3080;4/28/2005
811019190;COMPAÑÍA DE SEGUROS DE CREDITOS COMERCIALES S.A.;7663;8/25/2005
809002625;INTERNACIONAL DE ELECTRICOS;7250;8/17/2005
830066015;COLOMBOESPAÑOLA DE CONSERVAS LTDA;7450;8/22/2005
830068318;BRIGHTPOINT DE COLOMBIA INC SUCURSAL COLOMBIANA;513;1/25/2005
830070527;REDEBAN MULTICOLOR S.A;7445;8/22/2005
830075260;METALES ESCTRUCTURALES LTDA.;11410;11/29/2005
830076882;HP FINANCIAL SERVICES COLOMBIA LLC SUCURSAL COLOMBIA;6110;7/15/2005
830065427;HERRAMIENTAS EFICIENTES PARA MECANIZADO HEFIMEC LTDA.;8218;9/09/2005
830038886;JAKO IMPORTACIONES S.A.;8699;9/21/2005
830041824;AGFA GEVAERT COLOMBIA LIMITADA;5047;6/20/2005
830042508;SUPER DESTINO LTDA. VIAJES SUPERIOR;3081;4/28/2005
830045893;TECNI COSTURA S.A.;2678;4/14/2005
830055049;BVQI COLOMBIA LTDA.;12224;12/15/2005
830033457;STEWART & STEVENSON DE LAS AMERICAS COLOMBIA LTDA.;7255;8/17/2005
830018350;PROMOS LTDA.;12223;12/15/2005
830022634;LA RIVIERA S.A.;318;1/18/2005
830026496;GEOMUNDO S.A.;1774;3/07/2005
830011068;AVAYA COMMUNICATION DE COLOMBIA S.A.;11414;11/29/2005
830009600;NASES EST, EMPRESA DE SERVICIOS TEMPORALES LTDA.;6804;8/04/2005
830146669;TEXMUNDO COLOMBIA S.A.;12220;12/15/2005
830147341;COMERCIALIZADORA DE ENERGIA DEL CAFÉ S.A. ESP - CONENERGIA CAFÉ S.A. ESP;7133;8/11/2005
832010819;MEXICHEM COLOMBIA S.A.;7659;8/25/2005
830101217;GREY SYNCHRONIZED PARTNERS LTDA. - GSP LTDA.;4563;6/09/2005
830102080;TODACO S.A.;6684;8/01/2005
830115079;AUTO GRANDE S.A.;7666;8/25/2005
830126395;CONTAC CENTER AMÉRICAS S.A.;39;1/05/2005
830086206;AUTOMOTORES RIO GRANDE;7664;8/25/2005
830087848;TUGO S.A.;11505;12/01/2005
830089530;TITULARIZADORA COLOMBIANA S.A. HITOS;8367;9/13/2005
830092963;SUPERPOLO S.A.;4266;6/01/2005
860400204;SEMILLAS MIGUEL SAENZ Y CIA. LTDA.;4120;5/25/2005
860045838;TINTORERIA ASITEX S.A.;7861;9/01/2005
860024986;PLASTICOS TECNICOS LIMITADA PLASTITEC LTDA.;8372;9/13/2005
860025128;INDUSTRIA NACIONAL ELECTROMECANICA INEMA LIMITADA;5214;6/23/2005
860025461;COMPAÑÍA COMERCIAL E INDUSTRIAL LA SABANA AVESCO S.A.;1776;3/07/2005
860013570;CAJA DE COMPENSACION FAMILIAR CAFAM;7254;8/17/2005
860527744;OFTALMOQUIMICA LTDA.;12527;12/22/2005
890300394;CARIBE S.A.;8701;9/21/2005
890110964;ALIMENTOS DEL VALLE S.A. - ALIVAL S.A.;10574;11/09/2005
890206203;ODIN LTDA.;8214;9/09/2005
890206354;ORTIZO S.A.;7447;8/22/2005
860002459;CONSORCIO METALURGICO NACIONAL S.A.COLMENA;40;1/05/2005
860504772;EFECTIMEDIOS S.A.;5046;6/20/2005
860505407;FIJACIONES TORRES M. Y CIA. LTDA.;12755;12/28/2005
860512748;PROPLASTICOS S.A.;12222;12/15/2005
899999278;CORPORACIÒN DE LA INDUSTRIA AERONÀUTICA COLOMBIANA S.A.;11413;11/29/2005
900015051;ACEITES MANUELITA S.A.;12753;12/28/2005
900042857;XM COMPAÑÍA DE EXPERTOS EN MERCADOS S.A. ESP;9411;10/10/2005
900047822;PETROBRAS COLOMBIA COMBUSTIBLES S.A.;12219;15/12/2005
890312749;SEGURIDAD ATLAS LTDA.;12221;12/15/2005
890404970;GRUPO HOTELERO MAR Y SOL S. A.;10151;10/28/2005
890903407;SEGUROS GENERALES SURAMERICANA S.A.;7974;9/02/2005
890903790;SEGUROS DE VIDA SURAMERICANA S.A.;7139;8/11/2005
800103903;QUEBECOR WORLD BOGOTÁ S.A.;6760;8/03/2005
800185150;SONY CORPORATION OF PANAMA S.A.;7858;9/01/2005
800180375;ADMINISTRADORA HOTELERA DANN LTDA.;7252;8/17/2005
811024010;CADEMAC S.A.;4326;6/02/2005
890930545;MINCIVIL S.A;8697;9/21/2005
890927986;LINEAS Y DISEÑOS S.A.;6239;7/19/2005
891300237;INGENIO DEL CAUCA S.A.S. INCAUCA S.A.S.;5411;6/27/2005
891300238;INGENIO PROVIDENCIA S.A.;5213;6/23/2005
890921357;LADRILLERA ALTAVISTA S.A.;12752;12/28/2005
830112464;AGUAS NACIONALES EPM S.A. ESP;11409;11/29/2005
890900045;INDUSTRIA JABONERA LA JIRAFA S.A.;4118;5/25/2005
900066008;GRANPUERTO LTDA.;11406;9/27/2006
800181749;SUBOCOL S.A.;13060;11/01/2006
800152025;MUNDIAL DE HILOS S.A;1826;3/02/2006
800126785;EMERMEDICA S.A. SERVICIOS DE AMBULACIA PREPAGADOS;1828;3/02/2006
800136105;MISION TEMPORAL LTDA;7733;7/13/2006
800097540;KENDER S.A.S.;6083;6/12/2006
800100610;INDUSTRIA FARMACEUTICA UNION DE VERTICES DE TECNOFORMA S.A;11;1/03/2006
800110385;EUROETIKA LTDA;10565;9/06/2006
800091549;IMPRESISTEM S.A;6002;6/08/2006
800048954;CLINICA VERSALLES S.A;529;1/24/2006
800041787;LHAURA VET S.A;9494;8/18/2006
800046125;FERRELUGUE LTDA;12236;10/13/2006
800024711;COMERCIALIZADORA QUANTTO S.A;2614;3/22/2006
805002803;TECAM S.A. TECNOLOGÍA AMBIENTAL;13;1/03/2006
800240450;PRIETO & CARRIZOSA S.A.;2613;3/22/2006
800210865;MULTIPARQUE CREATIVO S. A.;10566;9/06/2006
800221616;TECNITUBERIAS LTDA;8963;8/10/2006
800199498;IDENTICO S.A.;5817;6/05/2006
800174633;LABORATORIO INTERNACIONAL DE COLOMBIA S.A.;1523;2/20/2006
800169799;CELAR LIMITADA;1525;2/20/2006
830000213;HORMIGON ANDINO S.A.;11368;9/25/2006
817000747;COMPAÑÍA INTERNACIONAL DE ALIMENTOS LIMITADA;12566;10/20/2006
811042572;COLOMBIANA DE HILADOS LTDA;11363;9/25/2006
811046781;M. P. GALAGRO S.A.;2964;3/30/2006
811027425;LAMINAS Y EMPAQUES S.A. LAMIEMPAQUES S.A.;3578;4/18/2006
811029147;INDUSTRIA DE ALUMINIO ARQUITECTONICO Y VENTANERIA S.A.;13527;11/14/2006
811012403;FERRETEROS Y ELECTRICOS S.A.;5426;5/25/2006
811012427;FERRETERIA LOS FIERROS S.A.;11366;9/25/2006
811004786;MICRODENIER S.A.;11362;9/25/2006
811005390;GALVACEROS S.A.;13070;11/01/2006
805030706;YANACONAS MOTOR S.A.;2002;3/06/2006
805031628;DISTRIBUIDORA SUPER 80 S.A.;5815;6/05/2006
806006113;DISTRIBUCIONES UNIVERSAL LTDA.;7633;7/11/2006
810000882;ARMOTOR S.A.;12117;10/11/2006
805025631;EKA CORPORACION S.A.;14846;12/12/2006
830071137;MARMISOL LIMITADA;6876;6/23/2006
830058533;HUNTSMAN COLOMBIA LTDA.;12562;10/20/2006
830048362;CENTIGON COLOMBIA S.A.;9857;8/24/2006
830034195;CASTOR DATA LIMITADA;12237;10/13/2006
830005433;PACIFIC SEA FOOD S.A.;757;1/27/2006
860001560;NAVEMAR S.A.;8307;7/28/2006
830143035;HOSPIRA LIMITADA;5813;6/05/2006
830501576;CARIA GROUP CO.;1761;2/28/2006
832008555;ATLANTIS AUTOPARTES CIA. LTDA.;7634;7/11/2006
836000548;AGROINSUMOS S.A.;11089;9/18/2006
830106854;IMPORTADORA DE LLANTAS ESPECIALES S.A.;11365;9/25/2006
830117106;DESCA COLOMBIA S.A.;9495;8/18/2006
830120839;MULTISUMINISTROS INDUSTRIALES LTDA;5816;6/05/2006
830132153;INTCOMEX COLOMBIA LTDA;7636;7/11/2006
830085087;UPS SCS (COLOMBIA) LTDA.;12564;10/20/2006
860501682;CODIFER LTDA;14309;11/27/2006
860053942;AGREGADOS DE LA SABANA LTDA.;10567;9/06/2006
860043299;FRASER Y CIA LTDA.;13059;11/01/2006
860023264;SEGURIDAD BURNS DE COLOMBIA S.A.;9860;8/24/2006
860008547;GILPA IMPRESORES SA;2616;3/22/2006
860403385;DEPÓSITO SAN CAYETANO;3394;4/10/2006
860519556;DELOITTE ASESORES Y CONSULTORES LTDA.;9498;8/18/2006
860003563;ASEA BROWN BOVERI LTDA.;4484;5/12/2006
860510031;GRUPO ASESORIA EN SISTEMATIZACION DE DATOS SOCIEDAD ANONIMA;758;1/27/2006
890900741;ASFALTADORA COLOMBIA LIMITADA;2963;3/30/2006
890902165;LABORATORIO PROFESIONAL FARMACEUTICO S.A.;9492;8/18/2006
890903532;INDUSTRIA COLOMBIANA DE CAFÉ S.A.;11369;9/25/2006
890907824;ANTIOQUEÑA DE NEGOCIOS LTDA.;11364;9/25/2006
890204162;SEGURIDAD Y VIGILANCIA COLOMBIANA SEVICOL LTDA;9497;8/18/2006
890800189;TEJIDOS INDUSTRIALES COVETA S.A.;2020;3/07/2006
900009495;COMPAÑÍA PAPELERA NACIONAL LTDA.;15338;12/20/2006
900009522;QUORUM COMPUTER DE COLOMBIA LTDA;2965;3/30/2006
900013663;TRS PARTES S.A.;4156;5/03/2006
900059238;MAKRO SUPERMAYORISTA S.A.;1524;2/20/2006
900060799;SAGEM DEFENSA SEGURIDAD SUCURSAL COLOMBIA;6980;6/27/2006
900066809;PUNTOMERCA DISTRIBUCIÓN S.A.;11091;9/18/2006
900087414;RIOPAILA CASTILLA S.A.;6128;6/12/2006
900092385;EPM TELECOMUNICACIONES S.A. ESP TELCO S.A. ESP;7239;7/04/2006
890333105;ANDINA DE SEGURIDAD DEL VALLE LTDA.;8306;7/28/2006
890916155;INDUSTRIA PAPELERA INDUGEVI S.A.;13528;11/14/2006
800184195;BUREAU VERITAS COLOMBIA LIMITADA;2615;3/22/2006
830011641;UNIXA S.A.;4158;5/03/2006
890940259;LABORATORIOS RETINA S.A.;12235;10/13/2006
890941592;ERA ELECTRÓNICA S.A.;3852;4/24/2006
890807115;PANADERIA LA VICTORIA S.A.;531;1/24/2006
890900120;SUMINISTROS DE COLOMBIA S.A;13529;11/14/2006
860067998;FERRETERIA MULTI-ALAMBRES LTDA.;12563;10/20/2006
860069497;AUTONIZA S.A;5425;5/25/2006
890919549;CONQUIMICA S.A.;5814;6/05/2006
890922265;INGENIEROS DISEÑADORES ASOCIADOS SOCIEDAD ANÓNIMA;12565;10/20/2006
800011987;TUBOS DEL CARIBE S.A - TUBOCARIBE S.A;9859;8/24/2006
890317339;PALLOMARO S.A.;2003;3/06/2006
800151988;SETAS COLOMBIANAS S.A.;8080;7/11/2007
800148972;SERVIOLA S.A.;15975;12/26/2007
800126688;"ORGANIZACIÓN NACIONAL DE SERVICIOS ""SERVINACIONAL LTDA""";1651;2/20/2007
800123264;NAUTISERVICIOS S.A.;11636;10/03/2007
800123057;EL ARQUITECTO VILLEGAS CARDONA LTDA;8083;7/11/2007
800072607;REDICOL S.A.;10056;8/28/2007
800084728;DISTRIBUIDORA MAYORISTA DE AUTOMOVILES MADIAUTOS LTDA;11635;10/03/2007
800053310;ARTILAB LTDA;9437;8/17/2009
800058195;HIGH LIGHTS;13331;11/13/2007
800042928;PROASISTEMAS LTDA - PROGRAMAS ASESORIAS Y SISTEMAS LTDA;5020;5/04/2007
800029569;AUTOSUPERIOR LTDA;1648;2/20/2007
800015583;COLOMBIANA DE SOFWARE Y HARDWARE COLSOF S.A.;11640;10/03/2007
800008151;ELECTRICOS IMPORTADOS S.A;4361;4/20/2007
800250382;AMAREY NOVA MEDICAL S.A.;14684;11/29/2007
802017913;INGENIERIA Y MINERIA DE LA COSTA;13835;11/20/2007
802019339;PROFICOL ANDINA B.V. SUCURSAL COLOMBIA;11379;9/27/2007
804000044;DELTHAC 1 SEGURIDAD - COMPAÑÍA NACIONAL DE VIGILANCIA Y SEGURIDAD PRIVADA;13836;11/20/2007
804009907;ENLACE EMPRESARIAL DE SERVICIOS S.A.;11248;9/25/2007
805003755;PRODUCTOS QIKELY S.A.S.;735;1/29/2007
800247851;TUYOMOTOR S.A.;8087;7/11/2007
800248806;PROCAR INVERSIONES S. EN C.S.;7860;7/05/2007
800242586;CENTRAL DE DOTACIONES LIMITADA;734;1/29/2007
800219347;FERCO LTDA FERRETERIA Y CONSTRUCCION;9001;8/01/2007
800215493;INTERNACIONAL MARCALI S.A.;9200;8/08/2007
800237412;FERRICENTROS S.A.;9434;8/14/2007
800228026;MCKINSEY & COMPANY COLOMBIA INC;9435;8/14/2007
800193902;TURBO CENTRO LTDA;6826;6/12/2007
800186561;MAX DIESEL Y TURBOS LTDA;6824;6/12/2007
817000790;FORSA S.A.;11247;9/25/2007
811041784;SUPLEMEDICOS S.A.;8082;7/11/2007
811046120;TRANSGRANELES S.A.;12788;10/30/2007
813007147;REINDUSTRIAS INVERSIONES ARTUNDUAGA S.A.;15710;12/19/2007
811023952;ALMAGRAN CARGO S.A.;43;1/03/2007
811005246;CONSULTORIA EN GESTION DE RIESGOS IPS SURAMERICANA SA;8081;7/11/2007
811008963;MULTIENLACE S.A.;5244;5/08/2007
805006014;DIRECTV COLOMBIA LTDA;10057;8/28/2007
805019723;BSN MEDICAL LIMITADA;7580;6/27/2007
805025449;MANUFACTURAS CHEVIOTTO S.A.;7278;6/20/2007
830057186;MUNDIAL DE TORNILLOS S.A.;9004;8/01/2007
830058072;SISTEMAS Y ACCESORIOS LTDA;195;1/12/2007
830065157;LEADERSEARCH S.A.;9003;8/01/2007
830040575;SEALED AIR COLOMBIA LTDA;481;1/23/2007
830043252;SIDERURGICA NACIONAL SIDENAL S.A.;13332;11/13/2007
830039229;BOSTON SCIENTIFIC COLOMBIA LTDA;15972;12/26/2007
830053180;CONSERVAS DEL CASINO S.A.;14689;11/30/2007
830055659;TRANSMERQUIN DE COLOMBIA S.A.;14683;11/29/2007
830034343;CIT GLOBAL VENDOR SERVICES S.A.;13333;11/13/2007
830005448;LUCKY GLOBAL ELEVATORS S.A.;1107;2/07/2007
830136799;BIOCOMBUSTIBLE S.A.;1108;2/07/2007
830138262;DISPEL DISTRIBUIDORA PELEX S.A.;13838;11/20/2007
830511329;DFL S.A.;13841;11/20/2007
830511795;PASTAS COMMARRICO S.A.;191;1/12/2007
832004104;MAXCERAMICA S.A.;12322;10/22/2007
830103572;CMX LTDA;8999;8/01/2007
830104453;MARKETMEDIOS COMUNICACIONES S.A.;1109;2/07/2007
830134845;INTERANDINA DE CONDUCTORES LTDA;13329;11/13/2007
830080190;IMPORTEC COMERCIAL LTDA;15712;12/19/2007
830081407;AJECOLOMBIA EMPRESA UNIPERSONAL E.U.;13834;11/20/2007
830084433;SOCIEDAD CAMERAL DE CERTIFICACION DIGITAL CERTICAMARA S.A.;2490;3/06/2007
830098290;INDUSTRIA COLOMBIANA DE PERFILES METALICOS S.A.;92;1/05/2007
860090915;ACTIVOS S.A.;15974;12/26/2007
860402526;LA RUEDA S.A.;3405;3/26/2007
860048245;STERLING DE COLOMBIA S.A.;11639;10/03/2007
860049210;TECNACRIL LTDA;189;1/12/2007
860004922;"PRODUCTOS NATURALES DE LA SABANA SA ""ALQUERIA""";10250;9/03/2007
860006765;CIA TRANSPORTADORA S.A.;9002;8/01/2007
860008067;FRIGORIFICO GUADALUPE S.A.;13336;11/13/2007
860010451;CASALIMPIA S.A.;15365;12/11/2007
890110294;CENTRAL DE SOLDADURAS Y PROTECCION INDUSTRIAL;2472;3/06/2007
890925058;DISTRIKIA S.A.;9439;8/14/2007
890209207;PRETENSADOS DE CONCRETO DEL ORIENTE LTDA;8468;7/19/2007
860531801;TRABAJADORES TEMPORALES LTDA;11638;10/03/2007
860521637;ORGANIZACIÓN CARDENAS S.A.;12321;10/22/2007
860524772;KASSANI DISEÑO S.A.;90;1/05/2007
860002153;ALMAVIVA S.A. - ALMACENES GENERALES DE DEPOSITO;14643;11/29/2007
860503159;FACOL S.A.;9000;8/01/2007
860513883;DOTACIONES JOSERRAGO S.A.;9433;8/14/2007
860518811;QUIMICA COSMOS S.A.;7578;6/27/2007
890901484;FERNANDEZ Y CIA S.A.;5999;5/23/2007
890908901;AGREGADOS GARANTIZADOS DEL NORTE;2473;3/06/2007
890909297;PLAZA MAYOR MEDELLIN CONVENCIONES Y EXPOSICIONES S.A.;3407;3/26/2007
900007650;PPG INDUSTRIES COLOMBIA LTDA;3030;3/15/2007
900035068;LAMINAS Y CORTES INDUSTRIALES S.A.;6002;5/23/2007
900048578;EVOLUCION EN COMPUTO S.A.;1106;2/07/2007
900082143;GENERADORA COMERCIALIZADORA DEL ENERGIA DEL CARIBE S.A. ESP;3406;3/26/2007
900107634;SIEMENS ENTERPRISE COMMUNICATIONS LTDA;4363;4/20/2007
900112515;REFINERIA DE CARTAGENA S.A.;2651;3/08/2007
900115530;HUMBERTO QUINTERO O Y CIA S.C.A.;14605;11/29/2007
900134459;TRANSPORTADORA DE GAS INTERNACIONAL S.A. ESP;13334;11/13/2007
900136638;CERVECERIA DEL VALLE S.A.;10248;9/03/2007
900136900;BRUS REFRIGERATION OF COLOMBIA LTDA;14645;11/29/2007
890403753;DISTRIBUIDORA COLOMBIA LTDA;8407;7/18/2007
890332891;ABASTECIMIENTOS INDUSTRIALES S. A. S.;13837;11/20/2007
890913321;PREMAC S.A.;9006;8/01/2007
890916766;ESTACO S.A.;13840;11/20/2007
890209612;NEXANS COLOMBIA S.A.;3882;4/09/2007
830053800;TELMEX COLOMBIA S.A.;11634;10/03/2007
817002589;METECNO DE COLOMBIA S.A.;8471;7/18/2007
892000217;ROJAS HERMANOS SUCESORES LTDA CONSTRUCENTRO DEL LLANO;44;1/03/2007
830008524;BLUE LOGISTICS COLOMBIA S.A.S;7859;7/04/2007
890807213;ALMACEN PARIS S.A.;8470;7/19/2007
890900148;COMPAÑÍA GLOBAL DE PINTURAS S.A.;9430;8/14/2007
860035198;PLASTIPACK S.A.;10332;9/05/2007
892002290;PROCESADORA DE ARROZ S.A.;9431;8/14/2007
811012106;MAGNUM LOGISTICS S.A.;6001;5/23/2007
891303109;ALIMENTOS TONING S.A.;14644;11/29/2007
891408848;HOTEL DE PEREIRA S.A.;8408;7/18/2007
891409291;EVE DISTRIBUCIONES S.A.;15973;12/26/2007
800046878;HOTELES PORTON S.A;1162;12/05/2008
830019887;PERFILES ESTRUCTURALES DE COLOMBIA LTDA;4834;6/05/2008
800149026;INSTITUTO DE CANCEROLOGIA S.A;1440;2/12/2008
800134939;SERVICREDITO;2071;12/24/2008
800139398;INTERCREDITO DE COLOMBIA S.A.;4314;5/16/2008
800092641;LABORATORIOS EXPOFARMA LTDA;3756;4/28/2008
800033159;TUBOTEC S.A.;2357;3/07/2008
800222189;TRANSPORTES LA PETROLERA VLIMAR LTDA;6433;7/18/2008
800187974;HARKEN DE COLOMBIA LIMITED;6437;7/18/2008
800204462;EQUIRENT S.A.;1438;2/12/2008
800208449;GALCO S.A.;5957;7/07/2008
800177588;INFORMESE LTDA;2939;4/01/2008
817001672;COLINAGRO C.P. S.A.;3249;4/11/2008
816004998;COMERCIALIZADORA SANTANDER S.A.;4316;5/16/2008
811038173;ELECTRICOS Y TELECOMUNICACIONES CM S.A.;10715;10/31/2008
811027587;COMECIALIZADORA INTERNACONAL ABRACOL S.A.;1441;2/12/2008
811012912;METAL ACRILATO S.A.;1049;12/02/2008
805015407;IMÁGENES GRAFICAS S.A. IMAGRAFIC S.A.;4832;6/06/2008
805025495;PROCESOS Y SERVICIOS S.A.;4833;6/05/2008
830067384;STARKEY LABORATORIES COLOMBIA LTDA;6793;7/28/2008
830070192;UCIPHARMA S.A.;1160;12/05/2008
800076771;FERRONEUMATICA;7887;8/25/2008
830075942;DISTRIBUIDORA TREVO S.A.;4970;6/10/2008
830076778;SIA DHL EXPRESS COLOMBIA LTDA.;3754;4/28/2008
830059699;SATRACK INC DE COLOMBIA SERVISAT S.A.;5145;6/13/2008
830044682;HEIDELBERG COLOMBIA S.A.;9419;10/01/2008
830046757;COMPAÑÍA INTERNACIONAL DE ALIMENTOS AGROPECUARIOS CIALTA LTDA;8730;9/16/2008
830035904;MEDIA PLANNING GROUP S.A.;2012;12/23/2008
830027158;RIESGO DE FRACTURA S.A.;1434;2/12/2008
830014061;SANOFI PASTEUR S.A.;6596;7/23/2008
830006901;AUTOMOTORES COMAGRO S.A.;6218;7/14/2008
830007355;FRESENIUS MEDICAL CARE COLOMBIA S.A.;9414;10/01/2008
830111367;SUDESPENSA DE GRANOS BARRAGAN S.A.;8467;9/09/2008
830126204;GATE GOURMET COLOMBIA LTDA;3755;4/28/2008
830077981;EDITORIAL PLANETA COLOMBIANA S.A.;10092;10/20/2008
830084544;ALLMARK COMERCIAL DE COLOMBIA S.A.;5956;7/07/2008
830087030;RAPID CARTUCHOS LTDA;2940;4/01/2008
860350543;TOP MEDICAL SYSTEMS S.A.;1439;2/12/2008
860051894;FINANCIERA ANDINA S.A.FINANDINA COMPAÑÍA DE FINANCIAMINETO COMERCIAL;134;1/08/2008
860054781;SETECSA S.A.;2792;3/26/2008
860046192;HOTELES BOGOTA PLAZA S.A.;1901;2/26/2008
860079889;SHERLEG LABORATORIES S.A.;10435;10/28/2008
860536024;LABORATORIOS WACOL S.A.;8468;9/09/2008
860056150;BASF CONSTRUCTION CHEMICALS COLOMBIA S.A.;2356;3/07/2008
860058975;SERVICIOS TEMPORALES PROFESIONALES BOGOTA SA SERTEMPO BOGOTA SA;8469;9/09/2008
860511458;AGROINTEGRAL ANDINA S.A.;1897;2/26/2008
890900533;INDUBOTON S.A.;5144;6/13/2008
890903310;ANHIDRIDOS Y DERIVADOS DE COLOMBIA S.A.;9420;10/01/2008
890203803;INDUSTRIA DE EJES Y TRANSMISIONES S.A.;6593;7/23/2008
900039901;ENERTOTAL S.A. ESP;136;1/08/2008
900043705;ECO.PROCESAMIENTO LTDA.;10091;10/20/2008
900020015;RIMAPLEX Y CIA LTDA;7235;8/08/2008
900030538;LENOVO (ASIA PACIFIC) LIMITED SUCURSAL COLOMBIA;10189;10/21/2008
900034102;FERRETERIA ANDRES MARTINEZ LIMITADA;1164;12/05/2008
900062917;SERVICIOS POSTALES NACIONALES S.A.;1005;12/02/2008
900083408;DISTRIBUCIONES AGRALBA S.A.;2072;12/24/2008
900089420;ART HOME TEXTIL S.A.;3247;4/11/2008
900129041;BUHLER AG SUCURSAL COLOMBIA;7781;8/21/2008
890331426;ADIELA DE LOMBANA S.A.;7889;8/25/2008
890333023;SIDERURGICA DEL OCCIDENTE S.A.;4310;5/16/2008
900164755;ZONA FRANCA ARGOS S.A.;2358;3/07/2008
900213759;LA RECETTA SOLUCIONES GASTRONOMICAS INTEGRADAS S.A.;10089;10/20/2008
900216225;SOLDADURAS WEST ARCO LTDA;10188;10/21/2008
830048588;PICCOLINNI AROMAS Y SABORES S.A.;1433;2/12/2008
890927357;DISTRIBUIDORA PERSAL LTDA;4973;6/10/2008
890928717;JOSE A. Y GERARDO E. ZULUAGA LTDA.;6786;7/28/2008
890920025;REPRESENTACIONES OSCAR JARAMILLO PLASTICOS OJARA S.A.;4831;6/05/2008
890929647;QUIMICOS Y PLASTICOS INDUSTRIALES S.A.;1472;12/11/2008
890937070;TIEMPOS S.A.;5955;7/07/2008
800128735;VALORES BANCOLOMBIA S.A.COMISIONISTA DE BOLSA;10094;10/20/2008
891701595;MOLINOS SANTA MARTA S.A.;2011;12/23/2008
830040574;BIOPLAST S.A.;10346;9/24/2009
830091739;GRAFIX DIGITAL S.A.;12985;12/01/2009
800156354;TUBOSCOPE BRANDT DE COLOMBIA;8542;8/13/2009
800141770;C.I ACEPALMA S.A;6771;6/24/2009
800149149;"ALIMENTOS BALANCEADOS TEQUENDAMA S.A ""ALBATEQ""";12685;11/23/2009
