CIIU;ANIO;DECLARANTES;ING_BRUTOS_MM;COSTOS_MM;RENTA_LIQ_MM;MARGEN_COSTO;MARGEN_RENTA;NOMBRE
6619;2022;1775;8726638.7;6562575.6;1456553.3;0.752;0.1669;Otras actividades auxiliares de las actividades de servicios financieros n.c.p.
6619;2023;1817;9120889.4;7387237.6;1595309.0;0.8099;0.1749;Otras actividades auxiliares de las actividades de servicios financieros n.c.p.
6619;2024;1903;11214744.9;9824612.1;1572912.8;0.876;0.1403;Otras actividades auxiliares de las actividades de servicios financieros n.c.p.
6621;2022;3865;3720029.5;2181581.6;798164.8;0.5864;0.2146;Actividades de agentes y corredores de seguros
6621;2023;3959;6681319.1;2673593.7;904871.0;0.4002;0.1354;Actividades de agentes y corredores de seguros
6621;2024;3933;4127989.5;2907512.4;948656.2;0.7043;0.2298;Actividades de agentes y corredores de seguros
6629;2022;212;200941.8;139547.7;27722.6;0.6945;0.138;Evaluación de riesgos y daños, y otras actividades de servicios auxiliares
6629;2023;215;238527.4;195131.8;31706.5;0.8181;0.1329;Evaluación de riesgos y daños, y otras actividades de servicios auxiliares
6629;2024;211;268134.1;206699.0;42433.3;0.7709;0.1583;Evaluación de riesgos y daños, y otras actividades de servicios auxiliares
6630;2022;221;14913633.8;13917701.4;557111.5;0.9332;0.0374;Actividades de administración de fondos
6630;2023;226;19953880.5;17747316.6;1744680.7;0.8894;0.0874;Actividades de administración de fondos
6630;2024;224;18731186.7;16092266.9;2291333.9;0.8591;0.1223;Actividades de administración de fondos
6810;2022;33079;24915289.1;17744179.3;3483494.7;0.7122;0.1398;Actividades inmobiliarias realizadas con bienes propios o arrendados
6810;2023;35110;27304871.5;20432272.9;3800459.4;0.7483;0.1392;Actividades inmobiliarias realizadas con bienes propios o arrendados
6810;2024;37739;30107376.3;22731004.1;4375383.6;0.755;0.1453;Actividades inmobiliarias realizadas con bienes propios o arrendados
6820;2022;5689;3389259.7;2823477.5;435669.1;0.8331;0.1285;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
6820;2023;5991;4370441.0;3598138.3;601104.5;0.8233;0.1375;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
6820;2024;6393;4836916.9;3998550.4;580757.3;0.8267;0.1201;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
6910;2022;8436;5805392.1;3378438.3;1092291.9;0.5819;0.1882;Actividades jurídicas
6910;2023;9208;6033190.1;3620813.1;1012591.9;0.6001;0.1678;Actividades jurídicas
6910;2024;9529;5963600.3;3854252.8;1053301.0;0.6463;0.1766;Actividades jurídicas
6920;2022;3570;32290934.3;1618332.6;295591.0;0.0501;0.0092;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria
6920;2023;3596;3292211.8;2513213.0;312135.3;0.7634;0.0948;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria
6920;2024;3672;3249639.8;2666560.8;360042.0;0.8206;0.1108;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria
7010;2022;6667;11081237.9;3620469.9;869634.9;0.3267;0.0785;Actividades de administración empresarial
7010;2023;7460;11284121.6;5526036.0;2127518.5;0.4897;0.1885;Actividades de administración empresarial
7010;2024;8011;12221276.0;5563809.9;2222416.0;0.4553;0.1818;Actividades de administración empresarial
7020;2022;13355;12700430.2;9491443.8;1593462.2;0.7473;0.1255;Actividades de consultoría de gestión
7020;2023;13923;16259543.2;12153602.2;2016781.4;0.7475;0.124;Actividades de consultoría de gestión
7020;2024;14536;15321591.7;12652162.6;1715885.7;0.8258;0.112;Actividades de consultoría de gestión
7111;2022;1879;8505709.3;1057452.3;145574.2;0.1243;0.0171;Actividades de arquitectura
7111;2023;1938;1726794.9;1307631.3;156967.2;0.7573;0.0909;Actividades de arquitectura
7111;2024;2034;1726511.1;1338124.3;176848.9;0.775;0.1024;Actividades de arquitectura
7112;2022;4862;11698893.4;8432719.9;1185664.6;0.7208;0.1013;Actividades de ingeniería y otras actividades conexas de consultoría técnica
7112;2023;4902;13198520.3;10632691.0;1557812.9;0.8056;0.118;Actividades de ingeniería y otras actividades conexas de consultoría técnica
7112;2024;5112;13533800.2;10783563.8;1287762.6;0.7968;0.0952;Actividades de ingeniería y otras actividades conexas de consultoría técnica
7120;2022;1298;2254378.9;1778136.8;290686.2;0.7887;0.1289;Ensayos y análisis técnicos
7120;2023;1356;2690452.1;2225127.6;337357.7;0.827;0.1254;Ensayos y análisis técnicos
7120;2024;1416;4345130.8;2468481.9;393285.3;0.5681;0.0905;Ensayos y análisis técnicos
7210;2022;810;2517963.4;2205560.8;109195.6;0.8759;0.0434;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería
7210;2023;847;3559221.3;2846514.5;161945.4;0.7998;0.0455;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería
7210;2024;882;3360114.3;3014811.5;177340.7;0.8972;0.0528;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería
7220;2022;811;1007011.8;406332.3;34435.7;0.4035;0.0342;Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades
7220;2023;938;709510.7;493663.2;49080.8;0.6958;0.0692;Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades
7220;2024;955;1656432.7;560741.4;35691.7;0.3385;0.0215;Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades
7310;2022;4952;7947883.8;6411444.1;916317.5;0.8067;0.1153;Publicidad
7310;2023;5183;8393067.6;6494640.6;807595.1;0.7738;0.0962;Publicidad
7310;2024;5529;11281688.3;7266806.4;803602.7;0.6441;0.0712;Publicidad
7320;2022;297;558499.7;426632.6;55736.0;0.7639;0.0998;Estudios de mercado y realización de encuestas de opinión pública
7320;2023;282;1065318.3;613232.2;81422.7;0.5756;0.0764;Estudios de mercado y realización de encuestas de opinión pública
7320;2024;280;741099.9;608244.7;94597.3;0.8207;0.1276;Estudios de mercado y realización de encuestas de opinión pública
7410;2022;939;440799.6;332194.2;81176.7;0.7536;0.1842;Actividades especializadas de diseño
7410;2023;980;453772.5;323804.9;73210.6;0.7136;0.1613;Actividades especializadas de diseño
7410;2024;1002;430687.9;327822.3;63846.7;0.7612;0.1482;Actividades especializadas de diseño
7420;2022;223;70479.0;55452.2;11176.3;0.7868;0.1586;Actividades de fotografía
7420;2023;225;63514.1;50795.9;9395.3;0.7998;0.1479;Actividades de fotografía
7420;2024;237;121121.8;57852.7;9375.5;0.4776;0.0774;Actividades de fotografía
7490;2022;4773;5871468.3;3600493.5;840050.4;0.6132;0.1431;Otras actividades profesionales, científicas y técnicas n.c.p.
7490;2023;4919;5710767.7;4522351.5;586234.6;0.7919;0.1027;Otras actividades profesionales, científicas y técnicas n.c.p.
7490;2024;5091;6636299.9;5074370.7;622515.9;0.7646;0.0938;Otras actividades profesionales, científicas y técnicas n.c.p.
7500;2022;515;482944.7;451889.5;23862.0;0.9357;0.0494;Actividades veterinarias
7500;2023;592;375945.0;343391.3;24065.6;0.9134;0.064;Actividades veterinarias
7500;2024;639;431495.7;401372.8;26597.5;0.9302;0.0616;Actividades veterinarias
7710;2022;466;2531432.5;2191509.6;344567.2;0.8657;0.1361;Alquiler y arrendamiento de vehículos automotores
7710;2023;498;3203241.0;3139621.0;208691.7;0.9801;0.0652;Alquiler y arrendamiento de vehículos automotores
7710;2024;534;3460196.0;3302033.9;234278.0;0.9543;0.0677;Alquiler y arrendamiento de vehículos automotores
7721;2023;126;22772.7;21339.7;1728.5;0.9371;0.0759;Alquiler y arrendamiento de equipo recreativo y deportivo
7721;2024;133;25302.3;23121.2;1321.2;0.9138;0.0522;Alquiler y arrendamiento de equipo recreativo y deportivo
7722;2023;6;204.7;174.9;19.3;0.8544;0.0943;Alquiler de videos y discos
7722;2024;8;660.1;421.6;11.5;0.6386;0.0174;Alquiler de videos y discos
7729;2022;138;81214.4;68449.5;8255.6;0.8428;0.1017;Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.
7729;2023;139;185366.7;154455.2;21897.6;0.8332;0.1181;Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.
7729;2024;146;182148.3;157306.0;15886.7;0.8636;0.0872;Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.
7730;2022;1723;3778058.7;2960775.4;612914.3;0.7837;0.1622;Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.
7730;2023;1729;4973642.4;3854568.4;742238.9;0.775;0.1492;Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.
7730;2024;1801;5197846.4;4062482.1;901901.1;0.7816;0.1735;Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.
7740;2022;113;84828.1;61594.4;20506.0;0.7261;0.2417;Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor
7740;2023;135;158035.6;89001.0;70528.7;0.5632;0.4463;Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor
7740;2024;130;263047.5;165854.4;94380.3;0.6305;0.3588;Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor
7810;2022;198;459914.0;427915.6;15351.9;0.9304;0.0334;Actividades de agencias de gestión y colocación de empleo
7810;2023;202;533009.6;510743.3;13134.3;0.9582;0.0246;Actividades de agencias de gestión y colocación de empleo
7810;2024;221;579506.1;560746.8;11533.2;0.9676;0.0199;Actividades de agencias de gestión y colocación de empleo
7820;2022;675;13694342.0;13169576.8;231244.8;0.9617;0.0169;Actividades de empresas de servicios temporales
7820;2023;705;14448684.4;13929273.2;184670.0;0.9641;0.0128;Actividades de empresas de servicios temporales
7820;2024;712;15454940.9;14875414.0;192966.0;0.9625;0.0125;Actividades de empresas de servicios temporales
7830;2022;616;1478181.0;1375373.6;58312.3;0.9305;0.0394;Otras actividades de provisión de talento humano
7830;2023;649;1344117.1;1180548.8;48109.4;0.8783;0.0358;Otras actividades de provisión de talento humano
7830;2024;688;1333200.3;1246137.2;53127.4;0.9347;0.0398;Otras actividades de provisión de talento humano
7911;2022;2033;1873304.6;1510713.2;208154.5;0.8064;0.1111;Actividades de las agencias de viaje
7911;2023;2183;2703777.6;2234519.7;232463.5;0.8264;0.086;Actividades de las agencias de viaje
7911;2024;2334;2578489.0;2252998.4;210040.7;0.8738;0.0815;Actividades de las agencias de viaje
7912;2022;695;328837.5;289877.9;32625.2;0.8815;0.0992;Actividades de operadores turísticos
7912;2023;750;353437.0;309842.5;31333.8;0.8767;0.0887;Actividades de operadores turísticos
7912;2024;818;680753.8;349864.8;31288.6;0.5139;0.046;Actividades de operadores turísticos
7990;2022;251;428832.4;366612.1;44559.9;0.8549;0.1039;Otros servicios de reserva y actividades relacionadas
7990;2023;301;334457.5;286838.7;33811.9;0.8576;0.1011;Otros servicios de reserva y actividades relacionadas
7990;2024;324;373915.6;343829.5;34076.2;0.9195;0.0911;Otros servicios de reserva y actividades relacionadas
8010;2022;1006;13193649.4;12155002.2;631118.6;0.9213;0.0478;Actividades de seguridad privada
8010;2023;1052;15716947.0;14571613.3;682731.4;0.9271;0.0434;Actividades de seguridad privada
8010;2024;1055;18349370.7;16905501.7;769091.4;0.9213;0.0419;Actividades de seguridad privada
8020;2022;299;275135.0;247042.2;19465.4;0.8979;0.0707;Actividades de servicios de sistemas de seguridad
8020;2023;311;316561.1;275592.2;23879.2;0.8706;0.0754;Actividades de servicios de sistemas de seguridad
8020;2024;330;386557.8;325360.0;33225.7;0.8417;0.086;Actividades de servicios de sistemas de seguridad
8030;2022;33;11644.0;8110.3;2197.0;0.6965;0.1887;Actividades de detectives e investigadores privados
8030;2023;31;10674.8;7920.8;1607.5;0.742;0.1506;Actividades de detectives e investigadores privados
8030;2024;33;11017.8;8961.9;1341.4;0.8134;0.1218;Actividades de detectives e investigadores privados
8110;2022;369;324382.0;293431.5;15898.2;0.9046;0.049;Actividades combinadas de apoyo a instalaciones
8110;2023;410;1051137.7;976379.3;26203.3;0.9289;0.0249;Actividades combinadas de apoyo a instalaciones
8110;2024;470;1419597.2;1116026.3;30214.6;0.7862;0.0213;Actividades combinadas de apoyo a instalaciones
8121;2022;710;2357645.2;2161040.9;92187.0;0.9166;0.0391;Limpieza general interior de edificios
8121;2023;737;2126251.4;1921275.2;72947.8;0.9036;0.0343;Limpieza general interior de edificios
8121;2024;758;2433502.3;2271851.8;94718.5;0.9336;0.0389;Limpieza general interior de edificios
8129;2022;689;1166298.0;929639.2;51430.1;0.7971;0.0441;Otras actividades de limpieza de edificios e instalaciones industriales
8129;2023;699;1578989.3;1447033.2;57282.9;0.9164;0.0363;Otras actividades de limpieza de edificios e instalaciones industriales
8129;2024;734;1719719.2;1571029.2;63539.1;0.9135;0.0369;Otras actividades de limpieza de edificios e instalaciones industriales
8130;2022;381;264406.3;222778.7;24639.2;0.8426;0.0932;Actividades de paisajismo y servicios de mantenimiento conexos
8130;2023;417;342905.0;282459.5;37557.5;0.8237;0.1095;Actividades de paisajismo y servicios de mantenimiento conexos
8130;2024;423;374246.0;312486.8;34337.7;0.835;0.0918;Actividades de paisajismo y servicios de mantenimiento conexos
8211;2022;687;1252356.4;1025315.5;145003.8;0.8187;0.1158;Actividades combinadas de servicios administrativos de oficina
8211;2023;748;1968622.1;1671863.7;163147.5;0.8493;0.0829;Actividades combinadas de servicios administrativos de oficina
8211;2024;806;1737859.4;1557254.2;159870.0;0.8961;0.092;Actividades combinadas de servicios administrativos de oficina
8219;2022;78;59889.4;51553.1;5203.5;0.8608;0.0869;Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina
8219;2023;84;195650.3;97497.1;4411.1;0.4983;0.0225;Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina
8219;2024;80;126822.1;107765.6;8255.6;0.8497;0.0651;Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina
8220;2022;575;10929219.9;9617831.9;1147141.4;0.88;0.105;Actividades de centros de llamadas (call center)
8220;2023;656;11426973.0;10660198.6;691588.3;0.9329;0.0605;Actividades de centros de llamadas (call center)
8220;2024;715;13022399.7;11217022.3;887462.9;0.8614;0.0681;Actividades de centros de llamadas (call center)
8230;2022;1203;1500701.6;1185911.7;174309.4;0.7902;0.1162;Organización de convenciones y eventos comerciales
8230;2023;1345;2192066.4;1592338.3;222411.2;0.7264;0.1015;Organización de convenciones y eventos comerciales
8230;2024;1478;2585788.2;1921280.1;244255.8;0.743;0.0945;Organización de convenciones y eventos comerciales
8291;2022;178;396601.1;265542.2;105438.5;0.6695;0.2659;Actividades de agencias de cobranza y oficinas de calificación crediticia
8291;2023;195;611929.5;479867.1;112091.6;0.7842;0.1832;Actividades de agencias de cobranza y oficinas de calificación crediticia
8291;2024;187;713699.1;612924.8;112634.1;0.8588;0.1578;Actividades de agencias de cobranza y oficinas de calificación crediticia
8292;2022;144;393393.7;350047.5;29787.4;0.8898;0.0757;Actividades de envase y empaque
8292;2023;137;570973.1;491552.9;35651.7;0.8609;0.0624;Actividades de envase y empaque
8292;2024;134;584696.7;541341.4;39966.2;0.9259;0.0684;Actividades de envase y empaque
8299;2022;3893;7429899.4;5799558.4;1002773.6;0.7806;0.135;Otras actividades de servicio de apoyo a las empresas n.c.p.
8299;2023;3919;8966928.4;7145166.6;1106749.8;0.7968;0.1234;Otras actividades de servicio de apoyo a las empresas n.c.p.
8299;2024;4040;9193376.5;7663293.2;1096728.4;0.8336;0.1193;Otras actividades de servicio de apoyo a las empresas n.c.p.
8411;2022;7;24821.4;19874.3;6.8;0.8007;0.0003;Actividades legislativas de la administración pública
8411;2023;14;18024.1;17152.9;661.1;0.9517;0.0367;Actividades legislativas de la administración pública
8411;2024;12;31202.8;21303.4;1544.0;0.6827;0.0495;Actividades legislativas de la administración pública
8412;2022;150;24658549.4;18101284.2;18749.3;0.7341;0.0008;Actividades ejecutivas de la administración pública
8412;2023;169;30277514.5;24178876.4;36117.9;0.7986;0.0012;Actividades ejecutivas de la administración pública
8412;2024;176;26273650.7;29461192.4;17807.6;1.1213;0.0007;Actividades ejecutivas de la administración pública
8413;2022;726;7118392.6;6258753.9;132078.8;0.8792;0.0186;Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social
8413;2023;842;11661655.1;11191729.7;122605.1;0.9597;0.0105;Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social
8413;2024;853;13000892.2;12656207.4;64081.1;0.9735;0.0049;Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social
8414;2022;41;6555710.4;6092771.7;69709.8;0.9294;0.0106;Actividades reguladoras y facilitadoras de la actividad económica
8414;2023;40;6649088.2;5321082.5;130334.3;0.8003;0.0196;Actividades reguladoras y facilitadoras de la actividad económica
8414;2024;46;5824484.0;4055598.7;13865.0;0.6963;0.0024;Actividades reguladoras y facilitadoras de la actividad económica
8415;2022;9;6750.9;6564.6;118.1;0.9724;0.0175;Actividades de los órganos de control y otras instituciones
8415;2023;8;4856.8;4433.1;244.3;0.9128;0.0503;Actividades de los órganos de control y otras instituciones
8421;2022;5;373.1;375.5;0;1.0063;0.0;Relaciones exteriores
8422;2022;6;26041.8;19299.1;149.1;0.7411;0.0057;Actividades de defensa
8422;2023;10;37946.7;34962.1;409.3;0.9213;0.0108;Actividades de defensa
8422;2024;10;91966.3;45931.9;163.4;0.4994;0.0018;Actividades de defensa
8423;2022;319;280127.4;241056.7;6403.0;0.8605;0.0229;Orden público y actividades de seguridad
8423;2023;326;325662.1;284334.4;7812.4;0.8731;0.024;Orden público y actividades de seguridad
8423;2024;348;372050.5;301543.9;3658.3;0.8105;0.0098;Orden público y actividades de seguridad
8424;2022;26;4335804.2;5678807.7;398.4;1.3097;0.0001;Administración de justicia
8424;2023;26;6401666.5;4586036.3;537.2;0.7164;0.0001;Administración de justicia
8424;2024;27;6752532.2;3781092.1;700.9;0.56;0.0001;Administración de justicia
8430;2022;124;68189528.8;65014165.8;733957.9;0.9534;0.0108;Actividades de planes de seguridad social de afiliación obligatoria
8430;2023;123;49287215.1;52582530.4;401888.1;1.0669;0.0082;Actividades de planes de seguridad social de afiliación obligatoria
8430;2024;113;54445800.9;55595654.3;345168.2;1.0211;0.0063;Actividades de planes de seguridad social de afiliación obligatoria
8511;2022;211;478589.3;455043.1;15347.7;0.9508;0.0321;Educación de la primera infancia
8511;2023;223;488537.4;442669.2;19044.7;0.9061;0.039;Educación de la primera infancia
8511;2024;237;528512.9;489057.9;16487.5;0.9253;0.0312;Educación de la primera infancia
8512;2022;1583;1543767.4;1347928.3;93955.7;0.8731;0.0609;Educación preescolar
8512;2023;1592;1778370.3;1612555.5;90266.8;0.9068;0.0508;Educación preescolar
8512;2024;1642;1984992.5;1794691.2;107472.6;0.9041;0.0541;Educación preescolar
8513;2022;454;585447.7;528363.6;38261.0;0.9025;0.0654;Educación básica primaria
8513;2023;462;554397.2;499411.7;33457.0;0.9008;0.0603;Educación básica primaria
8513;2024;478;630464.2;564852.2;40113.2;0.8959;0.0636;Educación básica primaria
8521;2022;235;294138.6;259482.4;16632.8;0.8822;0.0565;Educación básica secundaria
8521;2023;221;275732.8;247745.5;14716.0;0.8985;0.0534;Educación básica secundaria
8521;2024;225;309597.3;275454.6;17221.2;0.8897;0.0556;Educación básica secundaria
8522;2022;172;212945.6;193170.2;10909.7;0.9071;0.0512;Educación media académica
8522;2023;162;277099.1;243639.9;15262.6;0.8793;0.0551;Educación media académica
8522;2024;169;251569.7;222410.6;14751.4;0.8841;0.0586;Educación media académica
8523;2022;554;5387944.7;4467469.6;32780.9;0.8292;0.0061;Educación media técnica
8523;2023;557;5095041.4;4913763.2;34593.9;0.9644;0.0068;Educación media técnica
8523;2024;607;5686129.4;5987273.8;29195.8;1.053;0.0051;Educación media técnica
8530;2022;1300;5740817.5;4913979.6;369833.1;0.856;0.0644;Establecimientos que combinan diferentes niveles de educación
8530;2023;1328;6389390.1;5394952.8;420569.1;0.8444;0.0658;Establecimientos que combinan diferentes niveles de educación
8530;2024;1342;6812087.5;5721626.1;508027.3;0.8399;0.0746;Establecimientos que combinan diferentes niveles de educación
8541;2022;122;548535.4;437799.0;31941.6;0.7981;0.0582;Educación técnica profesional
8541;2023;128;785253.4;521703.3;50599.0;0.6644;0.0644;Educación técnica profesional
8541;2024;127;980803.3;588775.7;79251.5;0.6003;0.0808;Educación técnica profesional
8542;2022;31;565556.6;448567.8;4253.8;0.7931;0.0075;Educación tecnológica
8542;2023;40;677815.2;529321.2;3334.6;0.7809;0.0049;Educación tecnológica
8542;2024;42;800465.0;620404.8;7428.3;0.7751;0.0093;Educación tecnológica
8543;2022;138;3236859.5;2670089.0;172199.8;0.8249;0.0532;Educación de instituciones universitarias o de escuelas tecnológicas
8543;2023;134;3606901.6;2962944.4;150337.1;0.8215;0.0417;Educación de instituciones universitarias o de escuelas tecnológicas
8543;2024;139;4128677.5;3292988.8;248647.6;0.7976;0.0602;Educación de instituciones universitarias o de escuelas tecnológicas
8544;2022;149;19686329.6;17476774.8;484736.6;0.8878;0.0246;Educación de universidades
8544;2023;140;21784107.7;18067368.8;572625.2;0.8294;0.0263;Educación de universidades
8544;2024;145;24081575.2;19985818.2;643972.0;0.8299;0.0267;Educación de universidades
8551;2022;1745;1239487.1;1053363.6;108544.9;0.8498;0.0876;Formación para el trabajo
8551;2023;1837;1865505.8;1555712.1;131660.9;0.8339;0.0706;Formación para el trabajo
8551;2024;1873;2537394.0;1675339.1;119930.8;0.6603;0.0473;Formación para el trabajo
8552;2022;1065;468204.2;412388.9;11684.4;0.8808;0.025;Enseñanza deportiva y recreativa
8552;2023;1243;619412.4;547742.5;20267.5;0.8843;0.0327;Enseñanza deportiva y recreativa
8552;2024;1356;751656.9;567195.9;22207.4;0.7546;0.0295;Enseñanza deportiva y recreativa
8553;2022;1310;264549.6;246384.1;11337.7;0.9313;0.0429;Enseñanza cultural
8553;2023;1548;372954.1;280839.6;15032.3;0.753;0.0403;Enseñanza cultural
8553;2024;1644;342424.1;312966.3;20020.2;0.914;0.0585;Enseñanza cultural
8559;2022;2237;1748626.3;1359383.1;106105.4;0.7774;0.0607;Otros tipos de educación n.c.p.
8559;2023;2330;1378356.9;1188616.2;129937.9;0.8623;0.0943;Otros tipos de educación n.c.p.
8559;2024;2496;1464947.5;1242386.8;120145.3;0.8481;0.082;Otros tipos de educación n.c.p.
8560;2022;930;903869.3;745714.2;139681.5;0.825;0.1545;Actividades de apoyo a la educación
8560;2023;1037;789352.3;766313.1;58356.0;0.9708;0.0739;Actividades de apoyo a la educación
8560;2024;1093;851198.7;691108.4;111922.4;0.8119;0.1315;Actividades de apoyo a la educación
8610;2022;2133;53389975.8;47675458.9;3736704.0;0.893;0.07;Actividades de hospitales y clínicas, con internación
8610;2023;2175;65569925.2;57946986.7;4061862.9;0.8837;0.0619;Actividades de hospitales y clínicas, con internación
8610;2024;2191;79792497.3;65191510.3;5033280.0;0.817;0.0631;Actividades de hospitales y clínicas, con internación
8621;2022;6245;15842378.7;13583532.8;1738962.5;0.8574;0.1098;Actividades de la práctica médica, sin internación
8621;2023;6188;18335008.2;15495066.1;2014402.4;0.8451;0.1099;Actividades de la práctica médica, sin internación
8621;2024;6324;23242807.7;17381526.4;2495726.4;0.7478;0.1074;Actividades de la práctica médica, sin internación
8622;2022;1494;1495662.8;1328620.0;93999.6;0.8883;0.0628;Actividades de la práctica odontológica
8622;2023;1469;1145882.2;1034496.8;83461.0;0.9028;0.0728;Actividades de la práctica odontológica
8622;2024;1516;1279137.3;1137172.7;88357.2;0.889;0.0691;Actividades de la práctica odontológica
8691;2022;1342;5551529.2;4552635.1;716319.2;0.8201;0.129;Actividades de apoyo diagnóstico
8691;2023;1317;10313619.1;6751060.0;757470.5;0.6546;0.0734;Actividades de apoyo diagnóstico
8691;2024;1329;8370792.3;7249681.6;888210.4;0.8661;0.1061;Actividades de apoyo diagnóstico
8692;2022;1243;1640603.3;1436583.6;163107.4;0.8756;0.0994;Actividades de apoyo terapéutico
8692;2023;1304;1734811.4;1456483.8;210313.0;0.8396;0.1212;Actividades de apoyo terapéutico
8692;2024;1365;1972338.5;1668945.2;247463.5;0.8462;0.1255;Actividades de apoyo terapéutico
8699;2022;1975;8523453.7;7297656.1;882599.1;0.8562;0.1035;Otras actividades de atención de la salud humana
8699;2023;1948;10918938.0;9440277.9;676106.3;0.8646;0.0619;Otras actividades de atención de la salud humana
8699;2024;2013;11687989.6;10382596.5;963545.3;0.8883;0.0824;Otras actividades de atención de la salud humana
8710;2022;79;149265.7;123911.2;21189.7;0.8301;0.142;Actividades de atención residencial medicalizada de tipo general
8710;2023;89;183283.8;158969.4;21929.5;0.8673;0.1196;Actividades de atención residencial medicalizada de tipo general
8710;2024;97;211033.1;148434.2;58128.0;0.7034;0.2754;Actividades de atención residencial medicalizada de tipo general
8720;2022;135;179669.8;162292.5;10592.0;0.9033;0.059;Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas
8720;2023;157;222081.0;204665.9;10770.9;0.9216;0.0485;Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas
8720;2024;170;216102.7;195792.2;12256.7;0.906;0.0567;Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas
8730;2022;601;370974.3;357406.6;13956.6;0.9634;0.0376;Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas
8730;2023;669;471891.1;432020.2;20478.9;0.9155;0.0434;Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas
8730;2024;696;518405.6;465746.9;22928.3;0.8984;0.0442;Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas
8790;2022;262;477579.6;447567.1;26286.5;0.9372;0.055;Otras actividades de atención en instituciones con alojamiento
8790;2023;283;412900.7;403477.3;15227.9;0.9772;0.0369;Otras actividades de atención en instituciones con alojamiento
8790;2024;288;602400.8;566966.2;25214.6;0.9412;0.0419;Otras actividades de atención en instituciones con alojamiento
8810;2022;418;128186.4;109404.8;11339.9;0.8535;0.0885;Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas
8810;2023;465;152709.1;127800.1;14470.4;0.8369;0.0948;Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas
8810;2024;492;162552.4;120227.9;11287.4;0.7396;0.0694;Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas
8891;2022;27;3957.0;3948.7;59.1;0.9979;0.0149;Actividades de guarderías para niños y niñas
8891;2023;37;19493.9;18519.1;615.0;0.95;0.0315;Actividades de guarderías para niños y niñas
8891;2024;38;20538.6;19832.4;372.0;0.9656;0.0181;Actividades de guarderías para niños y niñas
8899;2022;540;4069161.4;7686979.8;50760.2;1.8891;0.0125;Otras actividades de asistencia social n.c.p.
8899;2023;546;4727978.4;1516877.0;69341.6;0.3208;0.0147;Otras actividades de asistencia social sin alojamiento n.c.p.
8899;2024;558;1028642.7;1105643.2;67639.1;1.0749;0.0658;Otras actividades de asistencia social sin alojamiento n.c.p.
9001;2022;90;20935.1;12016.2;2425.5;0.574;0.1159;Creación literaria
9001;2023;109;27709.1;21722.5;3544.6;0.7839;0.1279;Creación literaria
9001;2024;107;23479.6;16809.8;2485.3;0.7159;0.1058;Creación literaria
9002;2022;285;120804.7;106151.6;10723.3;0.8787;0.0888;Creación musical
9002;2023;309;143934.8;110702.2;23416.9;0.7691;0.1627;Creación musical
9002;2024;348;213193.3;131753.2;18082.5;0.618;0.0848;Creación musical
9003;2022;182;55269.3;45721.6;6154.5;0.8273;0.1114;Creación teatral
