CIIU;ANIO;DECLARANTES;ING_BRUTOS_MM;COSTOS_MM;RENTA_LIQ_MM;MARGEN_COSTO;MARGEN_RENTA;NOMBRE
9003;2023;200;155968.5;56008.2;9341.0;0.3591;0.0599;Creación teatral
9003;2024;207;69222.9;59661.1;5293.8;0.8619;0.0765;Creación teatral
9004;2022;421;174459.3;107432.6;26208.7;0.6158;0.1502;Creación audiovisual
9004;2023;482;720800.0;161686.8;31644.0;0.2243;0.0439;Creación audiovisual
9004;2024;540;208664.0;171437.3;25502.8;0.8216;0.1222;Creación audiovisual
9005;2022;170;28417.1;25283.3;1472.3;0.8897;0.0518;Artes plásticas y visuales
9005;2023;160;31612.1;26936.3;3555.7;0.8521;0.1125;Artes plásticas y visuales
9005;2024;179;44057.1;37687.3;3832.6;0.8554;0.087;Artes plásticas y visuales
9006;2022;411;130838.0;108298.2;17485.3;0.8277;0.1336;Actividades teatrales
9006;2023;438;147130.4;126393.9;13154.1;0.8591;0.0894;Actividades teatrales
9006;2024;451;196357.6;118399.3;12582.0;0.603;0.0641;Actividades teatrales
9007;2022;752;1349364.7;1052682.3;130469.0;0.7801;0.0967;Actividades de espectáculos musicales en vivo
9007;2023;909;1476399.8;1283505.9;108425.8;0.8693;0.0734;Actividades de espectáculos musicales en vivo
9007;2024;971;1619717.5;1348401.2;145624.8;0.8325;0.0899;Actividades de espectáculos musicales en vivo
9008;2022;282;218727.8;204519.4;9344.2;0.935;0.0427;Otras actividades de espectáculos en vivo n.c.p.
9008;2023;328;292917.8;268029.7;20105.1;0.915;0.0686;Otras actividades de espectáculos en vivo n.c.p.
9008;2024;353;348517.2;286554.6;27470.7;0.8222;0.0788;Otras actividades de espectáculos en vivo n.c.p.
9101;2022;94;190823.5;164821.1;13173.1;0.8637;0.069;Actividades de bibliotecas y archivos
9101;2023;91;245662.6;201069.0;11454.4;0.8185;0.0466;Actividades de bibliotecas y archivos
9101;2024;92;251389.5;210490.7;16450.8;0.8373;0.0654;Actividades de bibliotecas y archivos
9102;2022;91;103542.9;91703.1;4566.6;0.8857;0.0441;Actividades y funcionamiento de museos, conservación de edificios y sitios históricos
9102;2023;89;158640.0;136024.0;7061.6;0.8574;0.0445;Actividades y funcionamiento de museos, conservación de edificios y sitios históricos
9102;2024;92;154735.5;144661.1;9465.3;0.9349;0.0612;Actividades y funcionamiento de museos, conservación de edificios y sitios históricos
9103;2022;63;141788.8;124743.8;7823.7;0.8798;0.0552;Actividades de jardines botánicos, zoológicos y reservas naturales
9103;2023;65;122661.2;111142.1;4713.1;0.9061;0.0384;Actividades de jardines botánicos, zoológicos y reservas naturales
9103;2024;64;134112.6;118176.6;6377.7;0.8812;0.0476;Actividades de jardines botánicos, zoológicos y reservas naturales
9200;2022;608;8770414.5;7541605.1;1127027.9;0.8599;0.1285;Actividades de juegos de azar y apuestas
9200;2023;611;8183510.7;6976990.4;972476.1;0.8526;0.1188;Actividades de juegos de azar y apuestas
9200;2024;605;9230445.4;7792341.8;1196445.5;0.8442;0.1296;Actividades de juegos de azar y apuestas
9311;2022;302;495255.3;410837.1;85012.1;0.8295;0.1717;Gestión de instalaciones deportivas
9311;2023;373;697565.3;563472.4;117237.5;0.8078;0.1681;Gestión de instalaciones deportivas
9311;2024;425;883240.2;661032.0;170239.5;0.7484;0.1927;Gestión de instalaciones deportivas
9312;2022;1967;1340186.1;1119759.0;58736.2;0.8355;0.0438;Actividades de clubes deportivos
9312;2023;2439;1386681.5;1737523.1;131674.5;1.253;0.095;Actividades de clubes deportivos
9312;2024;2581;1443361.0;1348791.2;89317.5;0.9345;0.0619;Actividades de clubes deportivos
9319;2022;791;789779.3;717163.6;22456.3;0.9081;0.0284;Otras actividades deportivas
9319;2023;877;1149537.4;1030659.4;26211.0;0.8966;0.0228;Otras actividades deportivas
9319;2024;939;1451241.1;1311168.2;31463.5;0.9035;0.0217;Otras actividades deportivas
9321;2022;120;429569.9;352139.1;77938.0;0.8197;0.1814;Actividades de parques de atracciones y parques temáticos
9321;2023;131;400109.2;340468.7;58837.1;0.8509;0.1471;Actividades de parques de atracciones y parques temáticos
9321;2024;145;421231.8;365099.9;58733.9;0.8667;0.1394;Actividades de parques de atracciones y parques temáticos
9329;2022;568;630795.2;555272.6;65663.0;0.8803;0.1041;Otras actividades recreativas y de esparcimiento n.c.p.
9329;2023;574;8578395.0;8284939.9;66382.4;0.9658;0.0077;Otras actividades recreativas y de esparcimiento n.c.p.
9329;2024;611;775624.8;686225.7;69564.4;0.8847;0.0897;Otras actividades recreativas y de esparcimiento n.c.p.
9411;2022;905;1862659.8;1568967.6;37742.9;0.8423;0.0203;Actividades de asociaciones empresariales y de empleadores
9411;2023;933;4721643.9;2208818.1;48535.1;0.4678;0.0103;Actividades de asociaciones empresariales y de empleadores
9411;2024;983;5359145.8;2420551.6;43163.8;0.4517;0.0081;Actividades de asociaciones empresariales y de empleadores
9412;2022;721;361626.6;309151.3;11917.4;0.8549;0.033;Actividades de asociaciones profesionales
9412;2023;778;561076.3;461729.1;15394.5;0.8229;0.0274;Actividades de asociaciones profesionales
9412;2024;815;546115.5;482336.0;18204.7;0.8832;0.0333;Actividades de asociaciones profesionales
9420;2022;1185;1911872.8;1783904.4;1835.5;0.9331;0.001;Actividades de sindicatos de empleados
9420;2023;1303;2200494.6;2011809.2;7257.0;0.9143;0.0033;Actividades de sindicatos de empleados
9420;2024;1406;2344071.3;2087337.5;4332.9;0.8905;0.0018;Actividades de sindicatos de empleados
9491;2022;9947;5987313.6;5100316.4;5101.5;0.8519;0.0009;Actividades de asociaciones religiosas
9491;2023;10396;6523565.9;5545656.5;3373.2;0.8501;0.0005;Actividades de asociaciones religiosas
9491;2024;10949;7211429.1;6012977.7;3889.6;0.8338;0.0005;Actividades de asociaciones religiosas
9492;2022;47;171689.8;151875.6;130.1;0.8846;0.0008;Actividades de asociaciones políticas
9492;2023;59;123024.9;129384.6;145.7;1.0517;0.0012;Actividades de asociaciones políticas
9492;2024;66;105419.3;93081.2;139.7;0.883;0.0013;Actividades de asociaciones políticas
9499;2022;36870;12564909.5;10270291.5;690064.0;0.8174;0.0549;Actividades de otras asociaciones n.c.p.
9499;2023;42882;17738259.2;15829304.2;724152.5;0.8924;0.0408;Actividades de otras asociaciones n.c.p.
9499;2024;45640;14900177.7;12693932.1;778018.4;0.8519;0.0522;Actividades de otras asociaciones n.c.p.
9511;2022;195;87867.1;69154.8;9523.0;0.787;0.1084;Mantenimiento y reparación de computadores y de equipo periférico
9511;2023;205;296515.1;262869.3;20758.8;0.8865;0.07;Mantenimiento y reparación de computadores y de equipo periférico
9511;2024;208;342986.7;286385.4;33813.1;0.835;0.0986;Mantenimiento y reparación de computadores y de equipo periférico
9512;2022;68;415865.0;350901.2;45844.6;0.8438;0.1102;Mantenimiento y reparación de equipos de comunicación
9512;2023;53;344136.3;297841.0;35193.9;0.8655;0.1023;Mantenimiento y reparación de equipos de comunicación
9512;2024;58;340673.3;302438.8;26402.1;0.8878;0.0775;Mantenimiento y reparación de equipos de comunicación
9521;2022;33;5814.4;5041.8;547.9;0.8671;0.0942;Mantenimiento y reparación de aparatos electrónicos de consumo
9521;2023;42;11623.7;11215.5;565.8;0.9649;0.0487;Mantenimiento y reparación de aparatos electrónicos de consumo
9521;2024;38;15158.0;12002.3;1424.3;0.7918;0.094;Mantenimiento y reparación de aparatos electrónicos de consumo
9522;2022;60;9528.5;8307.2;894.3;0.8718;0.0939;Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería
9522;2023;55;32428.6;28400.6;2129.2;0.8758;0.0657;Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería
9522;2024;57;27911.9;24388.0;1876.8;0.8737;0.0672;Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería
9523;2023;7;1232.0;1257.5;24.0;1.0207;0.0195;Reparación de calzado y artículos de cuero
9523;2024;5;1096.5;1102.3;46.2;1.0053;0.0421;Reparación de calzado y artículos de cuero
9524;2023;34;4356.8;3533.9;393.4;0.8111;0.0903;Reparación de muebles y accesorios para el hogar
9524;2024;35;4973.9;4833.1;342.4;0.9717;0.0688;Reparación de muebles y accesorios para el hogar
9529;2022;44;18261.7;14794.1;3176.6;0.8101;0.1739;Mantenimiento y reparación de otros efectos personales y enseres domésticos
9529;2023;49;14896.0;13472.7;1117.1;0.9045;0.075;Mantenimiento y reparación de otros efectos personales y enseres domésticos
9529;2024;55;19832.8;16663.4;2823.3;0.8402;0.1424;Mantenimiento y reparación de otros efectos personales y enseres domésticos
9601;2022;240;267345.2;242165.0;21827.7;0.9058;0.0816;Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel
9601;2023;218;155648.1;134231.9;17452.8;0.8624;0.1121;Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel
9601;2024;218;159282.2;146101.6;13239.3;0.9173;0.0831;Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel
9602;2022;512;174282.1;161982.4;13358.4;0.9294;0.0766;Peluquería y otros tratamientos de belleza
9602;2023;527;185311.1;171715.6;15134.3;0.9266;0.0817;Peluquería y otros tratamientos de belleza
9602;2024;581;193171.2;180492.5;15672.6;0.9344;0.0811;Peluquería y otros tratamientos de belleza
9603;2022;513;1546769.2;1348604.0;147858.3;0.8719;0.0956;Pompas fúnebres y actividades relacionadas
9603;2023;498;1633158.9;1428974.6;154263.1;0.875;0.0945;Pompas fúnebres y actividades relacionadas
9603;2024;505;1823487.6;1597972.4;171300.8;0.8763;0.0939;Pompas fúnebres y actividades relacionadas
9609;2022;375;85689.0;66935.7;7721.6;0.7811;0.0901;Otras actividades de servicios personales n.c.p.
9609;2023;394;82496.7;74893.1;6832.4;0.9078;0.0828;Otras actividades de servicios personales n.c.p.
9609;2024;405;98818.0;87251.2;7753.9;0.8829;0.0785;Otras actividades de servicios personales n.c.p.
9700;2022;23;8368.3;7982.7;218.1;0.9539;0.0261;Actividades de los hogares individuales como empleadores de personal doméstico
9700;2023;25;10439.5;9532.1;415.3;0.9131;0.0398;Actividades de los hogares individuales como empleadores de personal doméstico
9700;2024;27;13589.8;12683.1;590.3;0.9333;0.0434;Actividades de los hogares individuales como empleadores de personal doméstico
9810;2022;14;1351.5;1253.3;95.2;0.9273;0.0705;Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio
9810;2023;18;115.5;202.2;0.0;1.7513;0.0004;Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio
9810;2024;15;530.4;519.9;29.0;0.9803;0.0547;Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio
9820;2022;13;0.9;12.9;0;14.7526;0.0;Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio
9820;2023;11;41.0;69.3;0;1.6899;0.0;Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio
9820;2024;11;51.0;107.6;0;2.1096;0.0;Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio
9900;2022;23;38756.6;17739.3;9817.0;0.4577;0.2533;Actividades de organizaciones y entidades extraterritoriales
9900;2023;19;13847.3;13747.8;72.2;0.9928;0.0052;Actividades de organizaciones y entidades extraterritoriales
9900;2024;17;11656.4;11562.2;105.0;0.9919;0.009;Actividades de organizaciones y entidades extraterritoriales
